B777-200 Operating Manual,Trevor Fenimore & Adam Gaweda
Unique nouns: 1564, Total nouns: 3966
Total time: Uncomputed,Cost per noun: Uncomputed
max zero fuel weight,"['Max Zero Fuel Weight: (MZFW)    429,000 lbs \n(cid:131)']",1
(mzfw,"['Max Zero Fuel Weight: (MZFW)    429,000 lbs \n(cid:131)']",1
"429,000 lbs","['Max Zero Fuel Weight: (MZFW)    429,000 lbs \n(cid:131)']",1
fuel capacity,"['Fuel Capacity:         297,789 lbs \n(cid:131)']",1
oew,"['Operating Empty Weight: (OEW)    299,000 lbs \n \nCAPACITY']",1
empty weight,"['Operating Empty Weight: (OEW)    299,000 lbs \n \nCAPACITY']",1
(oew,"['Operating Empty Weight: (OEW)    299,000 lbs \n \nCAPACITY']",1
o,"['Passengers (Delta) \no', 'BusinessElite®:        52 \no', 'Delta \no', 'Air France, Continental \no', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'At 10,000 ft MSL: \no  decrease pitch angle to accelerate to cruise climb speed of 320 KIAS', ' \no', 'o', 'At transition altitude: \no  reset altimeters to STD pressure.']",12
passengers,['Passengers (Delta) \no'],1
businesselite,['BusinessElite®:        52 \no'],1
®,['BusinessElite®:        52 \no'],1
businesselite®,['BusinessElite®:        52 \no'],1
coach,['Coach:           225  \n(cid:131)'],2
forward,"['Forward Cargo Capacity:        67,500 lbs \n(cid:131)']",1
cargo,"['Forward Cargo Capacity:        67,500 lbs \n(cid:131)', 'Aft Cargo Capacity:          49,000 lbs \n(cid:131)', 'Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",3
forward cargo capacity,"['Forward Cargo Capacity:        67,500 lbs \n(cid:131)']",1
"67,500 lbs","['Forward Cargo Capacity:        67,500 lbs \n(cid:131)']",1
aft,"['Aft Cargo Capacity:          49,000 lbs \n(cid:131)']",1
aft cargo capacity,"['Aft Cargo Capacity:          49,000 lbs \n(cid:131)']",1
"49,000 lbs","['Aft Cargo Capacity:          49,000 lbs \n(cid:131)']",1
volume,"['Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",1
ft3,"['Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",1
cargo total volume,"['Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",1
"5,656 ft3 
power plants","['Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",1
sls,"['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'Pratt & Whitney PW4090, max SLS thrust:  \nPAGE 7']",3
rolls royce trent,"['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)']",1
max sls,"['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'Pratt & Whitney PW4090, max SLS thrust:  \nPAGE 7']",3
"92,000 lbs","['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)']",1
continental,"['Air France, Continental \no']",2
94b,"['General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no']",1
general electric ge90-94b,"['General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no']",1
field lengths,['Boeing 777-200ER Aircraft Operating Manual \nFIELD LENGTHS \n(cid:131)'],1
v,"['(cid:131) V  \nMO\n \nPAGE 9', 'Boeing 777-200ER Aircraft Operating Manual \n \n(cid:131) V  \nREF\n \n(cid:131) V / V  / V  \n1  R 2\n \n \nALTITUDES \n(cid:131)', 'Accelerate to V .', 'At V , rotate the aircraft smoothly (2.5 deg/sec) to 15 degrees pitch up.']",9
mo,['(cid:131) V  \nMO\n \nPAGE 9'],2
ref,['Boeing 777-200ER Aircraft Operating Manual \n \n(cid:131) V  \nREF\n \n(cid:131) V / V  / V  \n1  R 2\n \n \nALTITUDES \n(cid:131)'],1
r,"['Boeing 777-200ER Aircraft Operating Manual \n \n(cid:131) V  \nREF\n \n(cid:131) V / V  / V  \n1  R 2\n \n \nALTITUDES \n(cid:131)', '\nR']",3
fl300,['Standard Cruise Altitudes:      FL300 – FL410'],1
fl410,['Standard Cruise Altitudes:      FL300 – FL410'],2
standard cruise altitudes,['Standard Cruise Altitudes:      FL300 – FL410'],1
operational,['(cid:131) Operational Service Ceiling:'],1
ceiling,['(cid:131) Operational Service Ceiling:'],1
(cid:131) operational service ceiling,['(cid:131) Operational Service Ceiling:'],1
"43,100 ft 
page","['43,100 ft \nPAGE 10']",1
fuel consumption,"['Boeing 777-200ER Aircraft Operating Manual \nFUEL CONSUMPTION', 'However, to save on fuel consumption, pilots should \nalways use the listed climb procedures unless instructed otherwise by air traffic control.']",2
tank,"['The Boeing 777-200 has three fuel tanks – left main, right main and center main.', 'Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.', 'To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.', 'Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with \nfuel.', 'Set Fuel Cross feed from tank on failed engine side.']",7
three fuel tanks,"['The Boeing 777-200 has three fuel tanks – left main, right main and center main.']",1
side,"['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.', 'Set Fuel Cross feed from tank on failed engine side.']",2
gallon,"['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",3
center,"['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.', 'If fuel in center check, check cross-feed configuration for engine start and \ntake-off.', 'Pilots of the \n777 should always monitor the trans-oceanic information centers and plan their flights \naccordingly.']",3
"both 
side tanks","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
a capacity,"['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",2
"61,395 lbs","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"9,300 gallons","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"the center fuel 
tank","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"81,859 lbs","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"12,400 gallons","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"approximately 
204,649 lbs","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
"31,000 gallons","['Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.']",1
a full load,"['With a full load of fuel, the 777-200ER is capable of \nflying approximately 7,730 nautical miles.']",1
the 777-200er,"['With a full load of fuel, the 777-200ER is capable of \nflying approximately 7,730 nautical miles.']",1
"approximately 7,730 nautical miles","['With a full load of fuel, the 777-200ER is capable of \nflying approximately 7,730 nautical miles.']",1
-200er,['\n \n  777-200ER'],1
nm,"['Range  7,730 nm \nFuel Burn Rate Factor  22.0 lbs/nm', '(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot’s discretion.']",4
burn,"['Range  7,730 nm \nFuel Burn Rate Factor  22.0 lbs/nm', 'Fuel  Burn \nFactor))']",2
factor,"['Range  7,730 nm \nFuel Burn Rate Factor  22.0 lbs/nm', 'Fuel  Burn \nFactor))', 'In any circumstance where company procedure conflicts with manufacturer’s \nrecommended operation, company procedure will take precedence unless a safety factor \nis involved.']",3
"range  7,730 nm 
fuel burn rate factor","['Range  7,730 nm \nFuel Burn Rate Factor  22.0 lbs/nm']",1
base,"['Fuel Base', 'Loading  Formula:  (Fuel  Base']",2
fuel base,['Fuel Base'],1
formula,"['Loading  Formula:  (Fuel  Base', 'Calculation of this formula gives you the correct amount of fuel for \nyour trip.', 'As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",4
distance,['Amount  +  (Distance  *'],2
"burn 
factor",['Fuel  Burn \nFactor))'],1
calculation,['Calculation of this formula gives you the correct amount of fuel for \nyour trip.'],2
trip,"['Calculation of this formula gives you the correct amount of fuel for \nyour trip.', 'Fuel should be kept as \nclose to the trip fuel required as possible.', 'Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",4
this formula,['Calculation of this formula gives you the correct amount of fuel for \nyour trip.'],1
you,"['Calculation of this formula gives you the correct amount of fuel for \nyour trip.', 'Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.', 'The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.', 'Delta’s \nstandard is slightly higher, but if you are expecting bad weather, pack more fuel!', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.', 'If  you  find  a  model  or  panel  that  you  believe  is \nsuperior to the ones provided in the aircraft installer, please contact us and send us a \ncopy.', 'Call the Tower and inform you are aborting Take-off.', 'Stay on or above the glide slope at all times during approach, once you get \nbelow it, you can’t get back up it.', 'If \nyou need assistance finding a particular chart or have questions regarding interpretation \nof the charts, please contact the 777 Chief Pilot.']",10
the correct amount,['Calculation of this formula gives you the correct amount of fuel for \nyour trip.'],1
your trip,['Calculation of this formula gives you the correct amount of fuel for \nyour trip.'],1
example,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.']",2
leg,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",1
2000nm,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",1
an example,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",1
a 2000 nautical mile flight leg,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",1
the formula,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",1
"56,000 lbs","['56,000 lbs.']",1
reserve,"['Please note that this \ndoes  not  take  into  account  the  45  minute  reserve  required  (approximately \n14,000 lbs.)', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",2
"14,000 lbs","['Please note that this \ndoes  not  take  into  account  the  45  minute  reserve  required  (approximately \n14,000 lbs.)']",1
your aircraft,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.', 'Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.']",3
", select aircraft","['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.']",1
then fuel,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.']",1
the correct fuel,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.']",1
the correct tanks,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel \namounts in the correct tanks.']",1
procedure,"['Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', ""These procedures are designed so that today's crews can work together effectively and \nsafely as well as allowing some standardization of procedures for the company."", 'By \nstandardizing procedures the company can budget flights better financially as flights will \nalways be the same or at least somewhat similar.', 'For Delta Virtual Airlines, \nthese procedures are for the benefit of the pilots using this manual.', 'Boeing 777-200ER Aircraft Operating Manual \nthese procedures pilots will be able to make better use of the manual and also operate \nthe aircraft in a similar fashion company wide.', 'In any circumstance where company procedure conflicts with manufacturer’s \nrecommended operation, company procedure will take precedence unless a safety factor \nis involved.', 'Execute Missed Approach procedure if at minimums with no visual reference, or \nif uncomfortable with the landing.', 'At 1,500 feet AGL lower nose to 10 degrees and continue with the take off \nprocedure for cleaning the aircraft up. \n \nREJECTED TAKE-OFF \n(cid:131)', 'However, to save on fuel consumption, pilots should \nalways use the listed climb procedures unless instructed otherwise by air traffic control.']",11
standard operating procedures,"['Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', 'DELTA VIRTUAL AIRLINES STANDARD OPERATING PROCEDURES']",2
the pilots,"['Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', 'For Delta Virtual Airlines, \nthese procedures are for the benefit of the pilots using this manual.']",2
fuel loads,['Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.'],1
kias,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'At 210 KIAS, retract flaps.', 'Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless “no speed \nrestrictions” issued by ATC.', 'KIAS to 10,000 feet MSL.', 'At 10,000 ft MSL: \no  decrease pitch angle to accelerate to cruise climb speed of 320 KIAS', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle \ndown to 310 KIAS.', 'Reduce speed down to 270 KIAS passing through FL180.', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet \nMSL.', 'Slow the aircraft on the glide slope to 160 KIAS and flaps 20°.']",12
foot,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.', 'KIAS to 10,000 feet MSL.', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet \nMSL.', 'Landing lights on below 10,000 feet MSL.', 'Retard throttle at “10 feet” callout.', 'At 1,500 feet AGL lower nose to 10 degrees and continue with the take off \nprocedure for cleaning the aircraft up. \n \nREJECTED TAKE-OFF \n(cid:131)']",12
msl,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.', 'Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless “no speed \nrestrictions” issued by ATC.', 'KIAS to 10,000 feet MSL.', 'At 10,000 ft MSL: \no  decrease pitch angle to accelerate to cruise climb speed of 320 KIAS', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet \nMSL.', 'Landing lights on below 10,000 feet MSL.']",15
min,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",4
fl240,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",2
fl270,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",2
altitude,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.', 'At transition altitude: \no  reset altimeters to STD pressure.', 'Turn seat belt sign to on and reset MCP altitude to lowest cleared altitude.', 'Enter missed approach altitude into MCP.', 'Reduce altitude to one where acceptable power setting can be established.', '\n \nIf air traffic control gives reports of wind shear on final approach, stay slightly above the \nlisted altitude when crossing decision height to leave enough room for expected wind \nshear.']",11
first hour’s fuel,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
a 250 kias climb,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
"10,000 feet","['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.', 'KIAS to 10,000 feet MSL.', 'Landing lights on below 10,000 feet MSL.']",4
cruise climb,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
"2,000 feet/min","['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
"1,500 
feet/min","['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
then 500-1000 feet/min,"['First hour’s fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, \ncruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 \nfeet/min to FL270, then 500-1000 feet/min to cruise altitude.']",1
captains,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that \nmore  fuel  equates  into  more  drag,  requiring  more  power.']",2
drag,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that \nmore  fuel  equates  into  more  drag,  requiring  more  power.']",1
delta virtual airlines flights,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that \nmore  fuel  equates  into  more  drag,  requiring  more  power.']",1
more  drag,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that \nmore  fuel  equates  into  more  drag,  requiring  more  power.']",1
more  power,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that \nmore  fuel  equates  into  more  drag,  requiring  more  power.']",1
overabundance,['An  unnecessary \noverabundance of fuel will only cost the company money.'],1
money,['An  unnecessary \noverabundance of fuel will only cost the company money.'],1
"an  unnecessary 
overabundance",['An  unnecessary \noverabundance of fuel will only cost the company money.'],1
the company money,['An  unnecessary \noverabundance of fuel will only cost the company money.'],1
the trip fuel,['Fuel should be kept as \nclose to the trip fuel required as possible.'],1
responsibility,"[""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight."", 'Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.', 'Discretion is the responsibility of the Captain.', 'While the 777 can handle severe conditions, it is the pilot’s responsibility to \nplan effectively and safely.']",4
the pilot's responsibility,"[""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight.""]",1
enough legal fuel,"[""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight.""]",1
the flight,"[""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight.""]",1
incident,['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
miscalculating,['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
captain,"['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.', 'Discretion is the responsibility of the Captain.']",2
any incident,['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
the  fuel  load,['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
"sole 
responsibility",['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
that flights captain,['Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.'],1
doubt,"['When in doubt, take more.']",2
estimation,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
wind,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.', 'However, wind shear can be a problem given the \naircraft’s weight.', '\n \nIf air traffic control gives reports of wind shear on final approach, stay slightly above the \nlisted altitude when crossing decision height to leave enough room for expected wind \nshear.']",6
temperature,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",3
deviation,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
any trip estimations,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
this manual,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.', 'For Delta Virtual Airlines, \nthese procedures are for the benefit of the pilots using this manual.', 'This manual is designed for use by Delta Virtual Airlines as reference material for \nflight simulator pilots operating the Boeing 777-200ER aircraft.', 'The information in this manual has been gathered from Internet resources and \nfrom test flying the aircraft.', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,', ""This manual is freeware and is not to be included with any 'for sale' product.""]",6
calm winds,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
"standard 
temperatures","['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
any deviation,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
winds,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
different actual performance,"['Any trip estimations that you see in this manual are for calm winds and standard \ntemperatures, any deviation from standard, winds or temperature will result in \ndifferent actual performance for your aircraft.']",1
destination,"['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.', 'The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.', 'Review STAR / ILS charts and weather conditions at destination.', 'Set altimeter for your destination at FL180 or local transition level.', 'If possible continue to destination otherwise attempt to return to origin, inform \nATC of intentions and situation.']",9
delta virtual airlines aircraft,"['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",1
a minimum fuel load,"['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",1
the trip,"['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",1
low altitude,"['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.']",1
limitation,['Pilots \nare to make sure that the aircraft is always operated within all design limitations.'],1
all design limitations,['Pilots \nare to make sure that the aircraft is always operated within all design limitations.'],1
state,"['The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.']",1
the faa states,"['The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.']",1
enough fuel,"['The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.']",1
your destination,"['The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.', 'Set altimeter for your destination at FL180 or local transition level.']",2
a  missed  approach,"['The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.']",1
