VideoGameGenres_09_nouns.csv,
Unique nouns: 339, Total nouns: 689
Total time: Uncomputed,Cost per noun: Uncomputed
control,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'Acting or Interacting (content), and Players or World (control).', ""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",7
the functioning,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
the game world,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.', 'Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",8
the play experience,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
other players,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",4
status tokens,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
the rules-based challenges,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
the systems,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
the operation,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
relationships,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
stories,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
these four styles,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", ""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",2
the combination,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
two primary gameplay interests,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
two mutually exclusive forms,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
object,"['Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.', '\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",3
objects,"['Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.']",1
world-systems,"['Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.']",1
the dynamic behaviors,"['Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.']",1
the relatively static world,"['Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.']",1
the game,"['Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",2
itself,"['Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",2
thing,"['\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",6
things,"['\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",6
external objects,"['\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.']",1
time,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",2
level,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
quality,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
the same time,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
a deeper level,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
other people,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
internal qualities,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
opportunity,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.', 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",3
property,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
the opportunity,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
their relationships,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
the developer-defined objects,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
properties,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
basis,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
pair,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
goal,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
the bases,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
two pairs,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
complementary player goals,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
interacting,"['Acting or Interacting (content), and Players or World (control).', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",4
(content,"['Acting or Interacting (content), and Players or World (control).']",1
(control,"['Acting or Interacting (content), and Players or World (control).']",1
line,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
angle,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
grid,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
quadrant,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", ""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",5
preference,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",3
these interests,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
two lines,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
right angles,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
a grid,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
four quadrants,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",2
each quadrant,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
the four observed play style preferences,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
acting,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",2
his preference,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
the play style,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
the quadrant,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
that combination,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
any gamer,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
his naturally preferred play style,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
example,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",2
achiever,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",3
a gamer,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",1
the world,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",1
achiever behaviors,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",1
a game,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",1
diagram,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
conjunction,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
concern,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
a diagram,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
the conjunction,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
the two major gamer concerns,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
table,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
degree,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
clockwise,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
version,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
reason,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
this table,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
90 degrees clockwise,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
the version,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
reasons,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
temperament,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Keirsey and Bartle\n\nThe first of the two major assertions I make in this article is that the four temperaments described by David Keirsey --']",5
1970,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
psychologist,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
pattern,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
myers,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
briggs,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
the   bartle types,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
the four keirsey temperaments,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
the 1970s,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
psychologist david keirsey,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
four general patterns,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
the sixteen types,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
the myers-briggs personality model,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
marilyn,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
bates,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
artisan,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",5
sensing,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",3
action,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
sensation,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
seeking,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",3
guardian,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",6
judging,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",2
detail,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
process,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
