Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
result,"['This concept extends to the realm of modified (""modded"") gaming when modifications have been made to existing non-art-games to produce graphic results intended to be viewed as an artistic display, as opposed to modifications intended to change game play scenarios or for storytelling.']",1
display,"['This concept extends to the realm of modified (""modded"") gaming when modifications have been made to existing non-art-games to produce graphic results intended to be viewed as an artistic display, as opposed to modifications intended to change game play scenarios or for storytelling.']",1
scenario,"['This concept extends to the realm of modified (""modded"") gaming when modifications have been made to existing non-art-games to produce graphic results intended to be viewed as an artistic display, as opposed to modifications intended to change game play scenarios or for storytelling.']",1
videogame,"['Modified games created for artistic purposes are sometimes referred to as "" videogame art .""']",1
rule,"['\n\nMain article: Casual game\n\nCasual games have very simple rules or play techniques and a very low degree of strategy.', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
technique,"['\n\nMain article: Casual game\n\nCasual games have very simple rules or play techniques and a very low degree of strategy.', 'Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.', '\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.']",3
degree,"['\n\nMain article: Casual game\n\nCasual games have very simple rules or play techniques and a very low degree of strategy.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.']",2
commitment,"['[67] They also require no long-term time commitment or special skills to play, making them easy to learn and play as a pastime.', 'The purpose of the casual game is to entertain, but with a much lower commitment than other video games.']",2
production,['There are comparatively low production and distribution costs for the producer.'],1
distribution,"['There are comparatively low production and distribution costs for the producer.', 'While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.']",2
cost,['There are comparatively low production and distribution costs for the producer.'],1
producer,['There are comparatively low production and distribution costs for the producer.'],1
web,"['[68] Casual games typically are played on a personal computer online in web browsers, although they now are starting to become popular on game consoles.']",1
browser,"['[68] Casual games typically are played on a personal computer online in web browsers, although they now are starting to become popular on game consoles.']",1
religion,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
non,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.', 'Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .']",2
believer,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
medium,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
gamer,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
christian,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
pool,"['\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.']",1
wisdom,"['Christian video games were first developed by Wisdom Tree for the NES , without license.']",1
tree,"['Christian video games were first developed by Wisdom Tree for the NES , without license.']",1
nes,"['Christian video games were first developed by Wisdom Tree for the NES , without license.']",1
license,"['Christian video games were first developed by Wisdom Tree for the NES , without license.']",1
culture,"['While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.']",1
citation,"['While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.', 'Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.', '[ citation needed ]']",3
inception,"['While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.']",1
name,"['\n\nMain article: Educational game\n\nEducational games, as the name implies, attempt to teach the user using the game as a vehicle.', ""They are hand-made to feature real names, places and events from the recipient's life.""]",2
user,"['\n\nMain article: Educational game\n\nEducational games, as the name implies, attempt to teach the user using the game as a vehicle.', 'Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.', 'Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).', 'It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.']",4
vehicle,"['\n\nMain article: Educational game\n\nEducational games, as the name implies, attempt to teach the user using the game as a vehicle.']",1
age,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.']",1
year,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.']",1
teen,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.']",2
mid,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.']",1
subject,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.', 'As video games are increasingly the subject of scientific studies, game genres are themselves becoming a subject of study.']",3
calculus,"['Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.']",1
field,"['Numerous subgenres exist, in fields such as math or typing.']",1
math,"['Numerous subgenres exist, in fields such as math or typing.']",1
esport,['\n\nMain article: Esports\n\nEsports games are multiplayer games that are usually played competitively at the professional level.'],2
person,"['These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.', 'The maps reproduced some of the commonly identified genres such as first-person shooters and god games.']",2
speed,"['These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",1
coordination,"['These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",1
macro-,"['These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",1
moba,"['These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",1
exergame,"['\n\nMain article: Exergaming\n\nAn exergame ( portmanteau of "" exercise "" and "" game "") is a video game that provides exercise. ""', 'Games fit into the category of entertainment, and similarly ""exergames"" are a category of ""exertainment"" (formed from "" exercise "" and "" entertainment "").']",2
portmanteau,"['\n\nMain article: Exergaming\n\nAn exergame ( portmanteau of "" exercise "" and "" game "") is a video game that provides exercise. ""']",1
exercise,"['\n\nMain article: Exergaming\n\nAn exergame ( portmanteau of "" exercise "" and "" game "") is a video game that provides exercise. ""', 'Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.', 'Games fit into the category of entertainment, and similarly ""exergames"" are a category of ""exertainment"" (formed from "" exercise "" and "" entertainment "").', '""Exertainment"" refers to one aspect of adding entertainment to an exercise workout.']",5
implementation,"['Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",3
input,"['Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.']",1
wii,"['Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.']",2
fit,"['Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.']",1
exertainment,"['Games fit into the category of entertainment, and similarly ""exergames"" are a category of ""exertainment"" (formed from "" exercise "" and "" entertainment "").', '""Exertainment"" refers to one aspect of adding entertainment to an exercise workout.']",2
aspect,"['""Exertainment"" refers to one aspect of adding entertainment to an exercise workout.', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.']",2
workout,"['""Exertainment"" refers to one aspect of adding entertainment to an exercise workout.']",1
group,['\n\nMain article: Personalized video game\n\nPersonalized games are created for one specific player or a group of players usually as a gift.'],1
gift,['\n\nMain article: Personalized video game\n\nPersonalized games are created for one specific player or a group of players usually as a gift.'],1
hand,"[""They are hand-made to feature real names, places and events from the recipient's life.""]",1
place,"[""They are hand-made to feature real names, places and events from the recipient's life.""]",1
recipient,"[""They are hand-made to feature real names, places and events from the recipient's life.""]",1
occasion,"['Usual occasions for such games are birthdays, anniversaries, and engagement proposals.']",1
birthday,"['Usual occasions for such games are birthdays, anniversaries, and engagement proposals.']",1
anniversary,"['Usual occasions for such games are birthdays, anniversaries, and engagement proposals.']",1
proposal,"['Usual occasions for such games are birthdays, anniversaries, and engagement proposals.']",1
education,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
science,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
change,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
health,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
care,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
military,"['These games tend to promote ""education, science, social change, health care or even the military.""']",1
ending,['[69] Some of these games have no specific ending or goal in the game.'],1
lesson,"['Rather, the player learns a real life lesson from the game.']",1
website,"['For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.']",1
newsgaming.com,"['For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.']",1
gamesforchange.org,"['For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.']",1
issue,"['For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.']",1
property,"['For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.']",1
sandbox,"['\n\nSandbox / open world games[ edit ]', '\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', '\n\nSandbox[ edit ]', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.', 'Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .', 'More commonly, sandbox games results from these creative elements being incorporated into other genres and allowing for emergent gameplay .', ""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world."", 'The ""sandbox"" term derives from the nature of a sandbox that lets children create nearly anything they want within it.', '\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).', 'The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.']",17
feature,"['\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', 'Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",2
creativity,"['\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.']",1
objective,"['Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .', '[ edit ]\n\nIn video games, an open world is a game mechanic of using a virtual world that the player can explore and approach objectives freely, as opposed to a world with more linear and structured gameplay.']",2
freedom,"[""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world."", '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
movement,"[""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world.""]",1
progression,"[""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world.""]",1
child,"['The ""sandbox"" term derives from the nature of a sandbox that lets children create nearly anything they want within it.']",1
space,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
trading,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
combat,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
elite,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
city,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
building,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
tycoon,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
simcity,['\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).'],1
release,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.']",1
sims,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.']",1
grand,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",2
theft,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",2
iii,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",2
experimentation,"['The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.']",1
ground,['Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).'],1
ability,"['Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
content,['Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).'],1
openworld,"['\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.']",1
asset,"['\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.', ""However, this isn't always the case as some games have used assets unavailable in the normal Game.""]",2
parent,"['\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.']",1
story,"['Story/Narrative is often removed or non-existent in these modes.', 'However, while generally rare, creative modes have been seen to have an independent story from the main game or even be an entirely independent game.']",2
1980,"['While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",1
standard,"['While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",1
roaming,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
wall,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",2
door,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
area,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
bound,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
ocean,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
mountain,"['Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",1
loading,"['Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.']",1
screen,"['Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.']",1
storage,"['Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.']",1
memory,"['Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.']",1
manner,"['Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
restriction,"[""Open-world games still enforce many restrictions in the game environment, either because of absolute technical limitations or in-game limitations imposed by a game's linearity.""]",1
environment,"[""Open-world games still enforce many restrictions in the game environment, either because of absolute technical limitations or in-game limitations imposed by a game's linearity.""]",1
limitation,"[""Open-world games still enforce many restrictions in the game environment, either because of absolute technical limitations or in-game limitations imposed by a game's linearity.""]",2
linearity,"[""Open-world games still enforce many restrictions in the game environment, either because of absolute technical limitations or in-game limitations imposed by a game's linearity.""]",1
openness,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
facet,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
draw,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
autonomy,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",2
computing,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
technology,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
desire,"['\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",1
fallout,['Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.'],1
appeal,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
reality,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
behaviour,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
direction,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
pace,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
choosing,['The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.'],1
storyline,"['In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",1
elder,"['In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",1
scrolls,"['In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",1
v,"['In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",1
skyrim,"['In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",1
study,"['\n\nScientific studies[ edit ]', 'As video games are increasingly the subject of scientific studies, game genres are themselves becoming a subject of study.', '[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.', '\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.', '[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.']",6
attempt,"[""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'.""]",1
analysis,"[""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'.""]",1
developers,"[""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'.""]",1
conference,"[""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'.""]",1
armless,"[""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'.""]",1
graph,"[""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",1
axis,"[""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",1
immediacy,"[""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",1
zone,"[""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",1
interface,"['It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.', 'For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",2
investment,"['For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",1
section,"['For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",1
university,"['[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.', '[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.']",2
queensland,"['[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",1
enjoyment,"['[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",1
attribute,"['[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",1
immersion,"['[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",1
scaling,['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.'],1
siggraph,['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.'],1
symposium,['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.'],1
rating,['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.'],1
