Genres_07_nouns.csv
Unique nouns: 252, Total nouns: 522
Total time: Uncomputed,Cost per noun: Uncomputed
story,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",1
enhancement,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",1
core,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",1
incentive,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",1
survival,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",1
scheme,"['[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.']",1
branding,"['[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.']",1
smartphone,"['This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .']",1
tablet,"['This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .']",1
device,"['This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .']",1
browser,"['This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .']",2
web,"['This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .']",1
identification,['Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.'],1
limit,['Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.'],1
home,['Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.'],1
limitation,['Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.'],1
input,['Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.'],1
mode,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
multiplayer,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",2
variation,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
mmo,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
environment,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
pve,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
pvp,"['By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",1
narrative,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",1
style,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",1
fantasy,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",1
field,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",1
exception,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",1
horror,"['By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",2
popularity,['Popularity[ edit ]'],1
analyst,"['According to some analysts, the percentage of each broad genre in the best-selling physical games worldwide is broken down as follows.']",1
percentage,"['According to some analysts, the percentage of each broad genre in the best-selling physical games worldwide is broken down as follows.']",1
