VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
success,"['\n\nStreaming has also been a massive success for the gaming industry and gamers alike.', 'Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",2
a massive success,['\n\nStreaming has also been a massive success for the gaming industry and gamers alike.'],1
youtube,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",2
play,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
subscriber,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
platforms,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
twitch and youtube gaming,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
individual gamers,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
subscribers,"['Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",1
invention,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.']",1
streamer,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.']",2
skill,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.', 'This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",2
this invention,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.']",1
streamers,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.']",2
a fanbase,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.']",1
their gaming skills,"['This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.']",1
uber,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
point,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game.""]",2
facebook,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
hour,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.', ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",2
the point,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
the top four platforms,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
youtube gaming,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
facebook gaming,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
a combined 13 billion hours,"['Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",1
tyler,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
ninja,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
blevins,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
year,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.', 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', 'A designer with more than five years of experience can make an average of $90,270 a year.', 'The video game animation field is projected to grow by about 4% over the next six years.', 'Those who have 2-4 years of experience are seeing a median salary of $72,520.']",7
endorsement,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
deal,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
profile,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
breakout successes,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
the streaming industry,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
"tyler ""ninja"" blevins","['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
the fans,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
deals,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
a popular streaming profile,"['Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",1
rise,"['The meteoric rise of the gaming industry is just getting started.', 'PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",4
the meteoric rise,['The meteoric rise of the gaming industry is just getting started.'],1
beginning,"[""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry."", 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",2
humble beginnings,"[""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry.""]",1
today's gaming sector,"[""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry.""]",1
the title,"[""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry.""]",1
the most innovative industry,"[""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry.""]",1
way,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', '\n\nVR is changing the way we experience video games.', ""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games."", 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game.""]",5
human,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.']",1
a game,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', 'Who wants to play a game where they know exactly what happens?', 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', 'Testers usually run through what is called matrix testing, where they have to test every permutation and combination of events that could possibly happen in a game to ensure that nothing can break it.']",4
a way,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game.""]",2
almost every human,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.']",1
the most beloved industries,"['There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.']",1
equipment,"['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', '\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.']",2
+,"['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', '\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.']",2
advances,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],2
everywhere-,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
phone-,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
planet,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
gaming equipment + technology,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
pretty much everywhere-,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
your phone-,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
the most popular forms,"['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",2
the planet,['\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.'],1
"gaming equipment + technology

console gaming",['\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.'],1
probably most well-known) form,['\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.'],1
digital gaming,['\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.'],1
day,"['In the early days, Nintendo and Sega dominated the market for consoles.']",1
sega,"['In the early days, Nintendo and Sega dominated the market for consoles.']",2
market,"['In the early days, Nintendo and Sega dominated the market for consoles.', 'Consoles have been a good indicator of the tech market as a whole.', '\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.']",5
the early days,"['In the early days, Nintendo and Sega dominated the market for consoles.']",1
the market,"['In the early days, Nintendo and Sega dominated the market for consoles.']",1
consoles,"['In the early days, Nintendo and Sega dominated the market for consoles.', 'Consoles have been a good indicator of the tech market as a whole.', 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",3
player,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",1
ability,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', 'This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",4
the two most popular consoles,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",1
players,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",1
the ability,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).']",3
gaming technology,"['Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",1
indicator,['Consoles have been a good indicator of the tech market as a whole.'],1
whole,['Consoles have been a good indicator of the tech market as a whole.'],1
a good indicator,['Consoles have been a good indicator of the tech market as a whole.'],1
the tech market,['Consoles have been a good indicator of the tech market as a whole.'],1
a whole,['Consoles have been a good indicator of the tech market as a whole.'],1
ept,"['In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",1
the beginning,"['In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",1
simple joysticks,"['In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",1
simple games,"['In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",1
x,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
microchip,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
image,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.', 'Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.']",2
while,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
k,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
television,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.', ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",3
"now, consoles","['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
the new xbox series x,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
have specially designed microchips,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
images,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
8k television screens,"['Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",1
limit,"['Gaming consoles are truly pushing the limits of consumer entertainment technology.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",2
consumer,['Gaming consoles are truly pushing the limits of consumer entertainment technology.'],1
gaming consoles,['Gaming consoles are truly pushing the limits of consumer entertainment technology.'],1
the limits,"['Gaming consoles are truly pushing the limits of consumer entertainment technology.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",2
consumer entertainment technology,['Gaming consoles are truly pushing the limits of consumer entertainment technology.'],1
gameplay,"['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.']",3
computer,"['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', 'Gaming computers are all about efficiency.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', 'These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.', ""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time."", 'These computers also fix a huge problem currently plaguing the gaming industry; predictability.', ""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer."", ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game."", '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",11
tool,"['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', 'This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",2
choice,"['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",3
a meteoric rise,['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.'],1
more than 1.2 billion people,['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.'],1
computers,"['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', 'These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.']",2
their gaming tool,['PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.'],1
efficiency,['Gaming computers are all about efficiency.'],2
gaming computers,['Gaming computers are all about efficiency.'],1
ram,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
space,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
gpu,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
system,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.']",2
time,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', ""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time."", 'No discs and no load times.', 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",5
gaming pcs,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
their own dedicated ram space,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
gpus,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
systems,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
real-time,"['Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.']",1
level,"['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', ""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",2
these bulked-up computers,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
graphically demanding games,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
a reliable system,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
a high level,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
their gameplay,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
the same time,['These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.'],1
fortnite,"['Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",2
league,"['Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",2
legends,"['Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",2
minecraft,"['Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",2
quantum,"['\n\nQuantum computing is a sector to look out for when it comes to gaming.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', ""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",3
computing,"['\n\nQuantum computing is a sector to look out for when it comes to gaming.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.']",2
quantum computing,"['\n\nQuantum computing is a sector to look out for when it comes to gaming.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.']",2
a sector,['\n\nQuantum computing is a sector to look out for when it comes to gaming.'],1
infancy,"['Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.']",1
its infancy,"['Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.']",1
impact,"['These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.']",1
these computers,"['These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.', 'These computers also fix a huge problem currently plaguing the gaming industry; predictability.']",2
this technology,"['These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.']",1
an impact,"['These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.']",1
amount,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
information,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
storage,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time."", ""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",2
quantum computers,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
unfathomable amounts,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
information storage,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
the best graphics,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
real time,"[""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",1
problem,['These computers also fix a huge problem currently plaguing the gaming industry; predictability.'],1
predictability,['These computers also fix a huge problem currently plaguing the gaming industry; predictability.'],2
a huge problem,['These computers also fix a huge problem currently plaguing the gaming industry; predictability.'],1
exactly what,['Who wants to play a game where they know exactly what happens?'],1
algorithm,"[""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",1
a quantum computer's massive storage,"[""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",1
algorithms,"[""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",1
each gamer,"[""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer.""]",1
type,"['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.', ""It's easily accessible and has games for every type of gamer."", 'The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",3
video,"['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.', '\n\nVR is changing the way we experience video games.', 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', ""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games."", '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air."", 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', '\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.', 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.', '\n\nVideo Game Animator', ""You can't have a high quality game without video game animators."", 'The video game animation field is projected to grow by about 4% over the next six years.', '\n\nVideo Game Testing and Quality Assurance (QA)', '\n\nGetting paid to play video games might be the ultimate dream job.', 'Luckily, video game testers (better known as video game quality assurance testers) get paid to play, but more importantly, break, video games.', 'There are really no essential educational credentials to have when it comes to QA testing video games.', 'Video game testers are in demand right now (especially in mobile gaming) due to the rapid increase of games being produced.', 'On average, lead video game QA testers make around $55,000 annually.']",23
headline,['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.'],1
cloud gaming,"['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",3
the newest type,['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.'],1
video game technology,['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.'],1
headlines,['\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.'],1
imagine,"['Imagine Netflix, but for gaming.']",1
netflix,"['Imagine Netflix, but for gaming.']",1
imagine netflix,"['Imagine Netflix, but for gaming.']",1
library,"['You scroll through a library of games, choose which game you want and automatically start playing the game.']",1
you,"['You scroll through a library of games, choose which game you want and automatically start playing the game.', '\n\nÂ\xa0\n\nVR/AR Gaming\n\nVirtual reality (VR) and augmented reality (AR) are meant to put you right in the middle of the action.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air."", ""You can't have a high quality game without video game animators.""]",5
a library,"['You scroll through a library of games, choose which game you want and automatically start playing the game.']",1
which game,"['You scroll through a library of games, choose which game you want and automatically start playing the game.']",1
disc,"['No discs and no load times.', 'Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.']",2
load,['No discs and no load times.'],1
no discs,['No discs and no load times.'],1
no load times,['No discs and no load times.'],1
phone,"['Play on your phone, iPad or console.']",1
ipad,"['Play on your phone, iPad or console.']",2
your phone,"['Play on your phone, iPad or console.']",1
cloud-based gaming platforms,"['Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",1
