737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
your quadrant,"['To simulate the thrust levers for a B737-800, assign two levers on your quadrant to the ""Throttle 1"" and ""Throttle 2"" property in X-Plane.', '  To simulate this, assign two levers on your quadrant to the ""Mixture 1"" and ""Mixture 2"" properties in X-Plane. .']",2
"the "" throttle","['To simulate the thrust levers for a B737-800, assign two levers on your quadrant to the ""Throttle 1"" and ""Throttle 2"" property in X-Plane.']",1
""" throttle 2 "" property","['To simulate the thrust levers for a B737-800, assign two levers on your quadrant to the ""Throttle 1"" and ""Throttle 2"" property in X-Plane.']",1
"a "" fuel flow lever","['The B737-800 is equipped with a ""Fuel Flow lever"" for each engine.']",1
each engine,"['The B737-800 is equipped with a ""Fuel Flow lever"" for each engine.']",1
the flight crew,['These are manually actuated by the flight crew to introduce fuel to the engines during the start procedure.'],1
the engine,"['These are manually actuated by the flight crew to introduce fuel to the engines during the start procedure.', 'of the engines may source fuel from any. .', 'Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).', 'which can be supplied by the engines, APU or a. .', 'flight recorder operates anytime the engines are. .', 'Use the outer rotary to select the engine to which this applies.', 'Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.', 'During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",156
the start procedure,['These are manually actuated by the flight crew to introduce fuel to the engines during the start procedure.'],1
"the "" mixture","['To simulate this, assign two levers on your quadrant to the ""Mixture 1"" and ""Mixture 2"" properties in X-Plane. .']",1
""" mixture 2 "" property","['To simulate this, assign two levers on your quadrant to the ""Mixture 1"" and ""Mixture 2"" properties in X-Plane. .']",1
a flap lever,"['The B737-800 is equipped with a Flap lever, which controls the deployment of the flaps for takeoff and landing.']",1
the deployment,"['The B737-800 is equipped with a Flap lever, which controls the deployment of the flaps for takeoff and landing.']",1
the flap,"['The B737-800 is equipped with a Flap lever, which controls the deployment of the flaps for takeoff and landing.', 'fixed position of the flaps,. .', 'When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",36
a peripheral lever,"['To simulate this, assign a peripheral lever to the ""Flaps"" property in X-Plane. .', '  To simulate this, assign a peripheral lever to the ""Landing gear"" property in X-Plane. .']",2
"the "" flaps "" property","['To simulate this, assign a peripheral lever to the ""Flaps"" property in X-Plane. .']",1
a landing gear lever,['The B737-800 is equipped with a Landing Gear lever.'],1
"the "" landing gear "" property","['To simulate this, assign a peripheral lever to the ""Landing gear"" property in X-Plane. .']",1
conventional rudder control,"['The B737-800 has conventional rudder controls, actuated by the rudder pedals.']",1
the rudder pedal,"['The B737-800 has conventional rudder controls, actuated by the rudder pedals.', 'The B737-800 has rudder toe-braking, actuated by the tip of the rudder pedals.']",2
the pedal,"['The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.']",1
part,"['The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.']",1
the tail assembly,"['The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.', 'The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.']",2
"this "" yaw","['The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.']",1
coordinated turn,"['The rudders keep the aircraft straight during takeoff and landing, and help make coordinated turns.']",1
the yaw axis,"['To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.']",1
your pedal peripheral device,"['To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.']",1
a joystick axis,"['To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.', '  To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.']",2
"the "" yaw "" property","['To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.']",1
the b737-800 have rudder,"['The B737-800 has rudder toe-braking, actuated by the tip of the rudder pedals.']",1
toe-braking,"['The B737-800 has rudder toe-braking, actuated by the tip of the rudder pedals.']",1
the tip,"['The B737-800 has rudder toe-braking, actuated by the tip of the rudder pedals.']",1
""" toe-tipping","['To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.']",1
each individual pedal,"['To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.']",1
""" right toe brake "" property","['To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.']",1
a tour,['A Tour of the Cockpit'],1
the manual,"['In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.']",1
distinct functional area,"['In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.']",1
those area,"['In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.']",1
the necessary instrument,"['This will assist in locating the necessary instruments and controls later, when working through the aircraft check lists, and flying the aircraft.']",1
the aircraft check list,"['This will assist in locating the necessary instruments and controls later, when working through the aircraft check lists, and flying the aircraft.']",1
forward,['Forward Overhead Panel'],1
the forward overhead panel,"[""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",1
a collection,"[""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",2
small panel,"[""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",2
pressurization,"[""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", 'pressurization.. . . .', ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",52
other system,"[""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",2
the domain,['Many of these were previously the domain of a flight engineer in the era of three-person flight crews.'],2
a flight engineer,['Many of these were previously the domain of a flight engineer in the era of three-person flight crews.'],2
the era,['Many of these were previously the domain of a flight engineer in the era of three-person flight crews.'],2
three-person flight crew,['Many of these were previously the domain of a flight engineer in the era of three-person flight crews.'],2
the function,"['Note: Not all of the functions contained within these panels are fully simulated in the X-Plane 737-800 model.', 'Note: Not all of the functions contained within these panels are fully simulat 24  . . .', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.', 'FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.']",4
these panel,"['Note: Not all of the functions contained within these panels are fully simulated in the X-Plane 737-800 model.', 'Note: Not all of the functions contained within these panels are fully simulat 24  . . .']",2
-plane 737-800 model,['Note: Not all of the functions contained within these panels are fully simulated in the X-Plane 737-800 model.'],1
this panel,"['This panel is used to select the active flight. .', 'In the X-Plane model of the 737-800, this panel. .', 'This panel is used to select and monitor the. .', 'This panel is used to control the active navigation. .', 'associated control switches on this panel may be. .', 'This panel controls the standby electrical buses. .', 'This panel controls the fuel flow and fuel. .', 'The lower portion of this panel is. .', 'APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.', 'The external landing lights are controlled by the switches at the left side of this panel.', '  The anti-collision lights are controlled by the switches at the right side of this panel.', 'This panel is used to control the window and pitot. .', 'Switches at the top of this panel are provided to. .', 'Switches at the bottom of this panel are provided. .', 'This panel controls the aircraft pneumatic system,. .', 'The switches on this panel control the source of. .', 'located at the top of this panel.', 'buttons are located on this panel.', 'This panel is used to control the activation status. .', 'This panel contains a single switch used to control. .', 'This panels controls the active mic, and active. .', 'This panel controls the Electronic Engine Control. .', 'This panel controls the flight data recorder.. . . .', ""If a flight plan has been input (using the FMS), this panel also displays the aircraft's position relative to the desired track."", 'This panel contains a series of rotary controls that adjust the instrument lighting.', ""  SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems."", ' STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.', 'This panel features trim adjustments for roll and yaw.']",1089
the active flight,['This panel is used to select the active flight. .'],55
control system,"['control systems (rudder, flaps, spoilers, and. . features a yaw damper toggle switch.. . . .', 'control system, or the flight conditions data. .']",102
rudder,"['control systems (rudder, flaps, spoilers, and. . features a yaw damper toggle switch.. . . .', '  Visually check corresponding movement of rudder.']",56
flap,"['control systems (rudder, flaps, spoilers, and. . features a yaw damper toggle switch.. . . .']",55
spoiler,"['control systems (rudder, flaps, spoilers, and. . features a yaw damper toggle switch.. . . .']",55
a yaw damper toggle switch,"['control systems (rudder, flaps, spoilers, and. . features a yaw damper toggle switch.. . . .']",55
the x-plane model,"['In the X-Plane model of the 737-800, this panel. .']",109
source,"['source of electrical power to the aircraft (both DC. .', 'source.']",102
electrical power,"['source of electrical power to the aircraft (both DC. .', 'electrical power (via an umbilical cable) if this is. .']",109
both dc,['source of electrical power to the aircraft (both DC. .'],55
ac,"['on the left, and AC on the right.']",55
the master battery switch,"['the master battery switch.. .', 'the master battery switch.. . . .']",55
the active navigation,['This panel is used to control the active navigation. .'],54
device,"['devices, in the event of a failure.. . . .']",54
the event,"['devices, in the event of a failure.. . . .', 'buses \\xe2\\x80\\x93 in the event of a failure of the. .', 'good generator, in the event of a failure of the. .', 'Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).', 'activate automatically in the event an impact is. .', 'which provides supplemental oxygen in the event.', 'in the event the primary annunciators (on the. .', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.']",304
a failure,"['devices, in the event of a failure.. . . .', 'buses \\xe2\\x80\\x93 in the event of a failure of the. .', 'good generator, in the event of a failure of the. .', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.', ' deployment armed, but a failure has been detected.']",164
if either nav radio receiver,['If either Nav Radio receiver / Inertial Reference. .'],54
inertial reference,['If either Nav Radio receiver / Inertial Reference. .'],54
system / flight management computer,"['System / Flight Management Computer fails, the. .']",54
associate control switch,['associated control switches on this panel may be. .'],54
the remain good ) system,['used to transfer the remaining (good) system to. .'],54
both pilot,['both pilot and first-officer in unison.. . . .'],54
first-officer,"['both pilot and first-officer in unison.. . . .', 'independently by the pilot and first-officer.. . . .', 'the cockpit, behind the pilot and first-officer.. . . .', 'Control Panel A separate EHSI Control Panel is provided for the pilot and first-officer.', ' Control panels are located on either side of the center console, for access by pilot and first-officer.']",161
unison,['both pilot and first-officer in unison.. . . .'],54
normal mode,"['In Normal mode, these systems may be used. .', 'selected, this engages NORMAL mode \\xe2\\x80\\x93 the EEC. . uses the current flight conditions (temperature,. .']",101
these system,"['In Normal mode, these systems may be used. .']",54
the source rotary,['The SOURCE Rotary is used on the ground for. .'],54
the ground,"['The SOURCE Rotary is used on the ground for. .', 'The tiller here will respond to rudder commands for steering on the ground.', 'Use STBY when operating on the ground, and ALT ON when in flight.']",56
maintenance purpose,['maintenance purposes.. . . .'],54
the control panel rotary,['The CONTROL PANEL Rotary manually switches. .'],54
left and right-side display,['control of left and right-side displays to a single. .'],54
efis control panel,['EFIS control panel.. . . .'],54
the standby electrical bus,['This panel controls the standby electrical buses. .'],54
auto,"['(AUTO, BAT or OFF).', 'AUTO is the normal mode. .', 'Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).', 'When set to AUTO, this. .']",160
bat,"['(AUTO, BAT or OFF).']",54
off,"['(AUTO, BAT or OFF).', 'OFF. . . .', 'APU \\xe2\\x80\\x93 OFF. . . .']",90
the normal mode,['AUTO is the normal mode. .'],54
the battery standby,['and will engage the battery standby electrical. .'],54
bus,"['buses (via a relay), automatically when needed.. . . .', 'buses \\xe2\\x80\\x93 in the event of a failure of the. .']",108
a relay,"['buses (via a relay), automatically when needed.. . . .']",54
bat-forces manual transfer,['BAT - forces manual transfer to the standby. .'],54
the standby,['BAT - forces manual transfer to the standby. .'],54
electrical bus,['electrical buses.. . . .'],54
off-standby electrical bus,['OFF - standby electrical buses are not powered.. . . .'],54
the disconnect,['The Disconnect switches remove the left or right. .'],54
generator,"['generators from providing power to the electrical. .', 'generators.']",108
the electrical,['generators from providing power to the electrical. .'],54
correspond generator,['corresponding generator.. . . .'],54
the grd,['The GRD PWR switch engages the use of ground. .'],54
pwr,['The GRD PWR switch engages the use of ground. .'],54
an umbilical cable,['electrical power (via an umbilical cable) if this is. .'],54
automate transfer,['automated transfer of power to the remaining. .'],54
good generator,"['good generator, in the event of a failure of the. .']",54
other generator,['other generator.. . . .'],54
the gen 1 and gen 2 switch,['The GEN 1 and GEN 2 switches activate the main. .'],54
electrical generator,['electrical generators which are fed from the. .'],54
engine,"['engines (when running).. . . .', 'APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.', 'The pneumatic system provides air for engine. .', '\\xe2\\x80\\x93 OFF (ENGINE) GENERATOR 2']",110
the apu gen,['The APU GEN 1 and APU GEN 2 switches. .'],54
apu gen 2 switch,['The APU GEN 1 and APU GEN 2 switches. .'],54
the apu,"['These are powered by the APU. .', '  Starting the APU is accomplished by holding the switch in the START position for a few seconds, then releasing back to the ON position.']",55
turbine,"['turbine at the rear of the aircraft, which is a. .']",54
the rear,"['turbine at the rear of the aircraft, which is a. .', '(internal) turbine located at the rear of the aircraft.. . . . . .']",105
a.,"['turbine at the rear of the aircraft, which is a. .', 'which can be supplied by the engines, APU or a. .', 'This lever provides for a. .']",139
preliminary source,['preliminary source of power prior to engine start.. .'],54
the fuel flow,['This panel controls the fuel flow and fuel. .'],53
the fuel temp gauge,['The Fuel Temp gauge reports the. .'],53
temperature,"['temperature of the fuel in tank #1.', 'temperature.. . . .', 'selected, this engages NORMAL mode \\xe2\\x80\\x93 the EEC. . uses the current flight conditions (temperature,. .']",152
the fuel,"['temperature of the fuel in tank #1.', 'arranged schematically, and the fuel. .']",106
tank,"['temperature of the fuel in tank #1.', 'for tanks 1 (left), 2 (right), and the center. .', 'tank.. . . .', 'tank.', 'tanks, and the right engine by the right. .', 'Fuel Quantity (Per Tank). . . . . . . .']",301
#,['temperature of the fuel in tank #1.'],53
the engine oil,"['heated using the engine oil, to minimize. .']",53
potential,['icing potential.. . . .'],53
the low portion,"['The lower portion of this panel is. .', 'The three rotary controls at the lower portion of. .']",105
pump switch,['pump switches represent the actual. .'],53
location,['location of the pumps in the aircraft.. .'],53
the pump,['location of the pumps in the aircraft.. .'],53
these switch,"['These switches control the fuel pumps. .', 'Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",54
the fuel pump,['These switches control the fuel pumps. .'],53
the cross-feed rotary,['The cross-feed rotary opens or closes. .'],53
the cross-feed valve,['the cross-feed valve.'],53
normal circumstance,"['Under normal circumstances, the. .']",53
leave engine,"['left engine is fed by the left, and center. .']",53
the right engine,"['tanks, and the right engine by the right. .']",53
and center tank,"['and center tanks.. . . . . . . .', 'and center tanks.. . . . . . . . . .']",53
apu,"['APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.', 'APU shut-down is accomplished by moving this switch to the OFF position.', 'which can be supplied by the engines, APU or a. .', 'Auxiliary Power Unit (APU).', 'APU \\xe2\\x80\\x93 START', 'APU \\xe2\\x80\\x93 OFF. . . .']",141
two main function,"['APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.']",1
the external taxi,"['APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.']",1
runway,"['APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.']",1
collision light,"['APU and Engine start / External Lights This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.']",1
the start position,"['Starting the APU is accomplished by holding the switch in the START position for a few seconds, then releasing back to the ON position.']",1
a few second,"['Starting the APU is accomplished by holding the switch in the START position for a few seconds, then releasing back to the ON position.']",1
the on position,"['Starting the APU is accomplished by holding the switch in the START position for a few seconds, then releasing back to the ON position.', 'When in the ON position, the ELT activates. .']",49
this switch,"['APU shut-down is accomplished by moving this switch to the OFF position.', 'Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",2
the off position,['APU shut-down is accomplished by moving this switch to the OFF position.'],1
the engine ignition system,['The engine ignition system in use is controlled by the switch located between the two engine start rotaries.'],1
use,"['The engine ignition system in use is controlled by the switch located between the two engine start rotaries.', 'in-flight use.. . . .', 'This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",36
the two engine start rotary,['The engine ignition system in use is controlled by the switch located between the two engine start rotaries.'],1
two independent ignition system,"['There are two independent ignition systems, which may be used in isolation (LEFT or RIGHT), or together (BOTH)']",1
isolation,"['There are two independent ignition systems, which may be used in isolation (LEFT or RIGHT), or together (BOTH)']",1
left,"['There are two independent ignition systems, which may be used in isolation (LEFT or RIGHT), or together (BOTH)']",1
the left or right engine rotary control,['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).'],1
gnd,['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).'],1
the start sequence,['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).'],1
detail,"['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).', '  The EADI is covered in detail in a separate chapter:', 'The EHSI is covered in detail in a separate chapter:']",3
the checklist,['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).'],1
this guide,['Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed (covered in detail in the checklists later in this guide).'],1
sever precipitation,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
turbulence,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
cont,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
continuous use,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",2
select igniter,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
flt,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
both igniter,"['Once the engine has been started, this switch is normally set to AUTO, However, in the event of sever precipitation, turbulence or icing, these switches should be set to CONT (continuous use of selected igniter) or FLT (continuous use of both igniters).']",1
a possible engine flame-out,['This prevents a possible engine flame-out.'],1
the external landing light,['The external landing lights are controlled by the switches at the left side of this panel.'],1
the left side,['The external landing lights are controlled by the switches at the left side of this panel.'],1
the two left-most switch,"['The two left-most switches control the (wing) outboard lights, and the two right-most the (wing) inboard lights.']",1
the wing ) outboard light,"['The two left-most switches control the (wing) outboard lights, and the two right-most the (wing) inboard lights.']",1
the two right-most the wing ) inboard light,"['The two left-most switches control the (wing) outboard lights, and the two right-most the (wing) inboard lights.']",1
the anti-collision light,['The anti-collision lights are controlled by the switches at the right side of this panel.'],1
the right side,['The anti-collision lights are controlled by the switches at the right side of this panel.'],1
the window,['This panel is used to control the window and pitot. .'],52
pitot,['This panel is used to control the window and pitot. .'],52
tube heater,"['tube heaters, to protect against fogging and icing.. . . .']",52
fogging,"['tube heaters, to protect against fogging and icing.. . . .']",52
switch,"['Switches at the top of this panel are provided to. .', 'Switches at the bottom of this panel are provided. .', 'The EMERGENCY EXIT LIGHTS guarded switch. .']",154
the top,"['Switches at the top of this panel are provided to. .', 'located at the top of this panel.', 'The buttons along the top of the panel activate or. .']",149
the left-side and forward window heater,"['activate the left-side and forward window heaters,. .']",52
the right-side and forward window heater,"['the right-side and forward window heaters, and. .']",52
the two-external pitot-tube heater,['the two-external pitot-tube heaters (A and B).. . . .'],52
a,"['the two-external pitot-tube heaters (A and B).. . . .', 'Pressure to the two hydraulic systems (A and B). .', 'While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .', 'autopilot (A or B) using. .']",159
b,"['the two-external pitot-tube heaters (A and B).. . . .', 'Pressure to the two hydraulic systems (A and B). .', 'Engage autopilot A or B using the appropriate CMD button. . . .', 'While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .', 'autopilot (A or B) using. .', 'HYDRAULIC PUMPS A & B \\xe2\\x80\\x93 ON ELECTRICAL PUMPS A & B \\xe2\\x80\\x93 ON. . . .', 'HYDRAULIC PUMPS A & B \\xe2\\x80\\x93 OFF ELECTRICAL PUMPS A & B \\xe2\\x80\\x93 OFF. . . .']",208
the bottom,"['Switches at the bottom of this panel are provided. .', 'A rotary control exists at the bottom of the panel. .']",102
ice,"['for the wing (electrical) anti-ice, and engine intake. .']",52
engine intake,"['for the wing (electrical) anti-ice, and engine intake. .']",52
anti-ice heater,['anti-ice heaters.. . . .'],52
this panel monitor,['This panel monitors and controls the cabin. .'],52
the cabin,"['This panel monitors and controls the cabin. .', 'the region of the cabin to be monitored, with the. .', 'to the cabin, to reduce bleed air requirements.. . . .', 'This panel displays and controls the cabin. .']",205
the rotary control,"['The rotary control at the top-right is used to select. .', 'Use the rotary controls below each of the frequency displays to change the frequency.']",54
the top-right,['The rotary control at the top-right is used to select. .'],52
the region,"['the region of the cabin to be monitored, with the. .']",52
associate temperature,['associated temperature being displayed by the. .'],52
the three rotary control,['The three rotary controls at the lower portion of. .'],52
the panel,"['the panel set the temperature of (left to right) the. .', 'A rotary control exists at the bottom of the panel. .', '  Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.']",103
the temperature,['the panel set the temperature of (left to right) the. .'],52
flight deck,"['flight deck, forward cabin, and aft cabin.. .', 'flight deck, forward cabin, and aft cabin.. . . .']",52
forward cabin,"['flight deck, forward cabin, and aft cabin.. .', 'flight deck, forward cabin, and aft cabin.. . . .']",52
aft cabin,"['flight deck, forward cabin, and aft cabin.. .', 'flight deck, forward cabin, and aft cabin.. . . .']",52
the aircraft pneumatic system,"['This panel controls the aircraft pneumatic system,. .']",51
ground source,['ground source.. . . .'],51
the pneumatic system,"['The pneumatic system provides air for engine. .', 'by the pneumatic systems.']",102
air conditioning pack,"['starting, air conditioning packs and the wing anti-. .']",51
the wing anti-,"['starting, air conditioning packs and the wing anti-. .']",51
ice boot,['ice boots.. . . .'],51
the duct pressure gauge,['The DUCT PRESSURE gauge displays the. .'],51
available air pressure,"['available air pressure in the left, and right. .']",51
the recirculate fan,['The recirculating fans recirculate filtered air back. .'],51
filter air,['The recirculating fans recirculate filtered air back. .'],51
bleed air requirement,"['to the cabin, to reduce bleed air requirements.. . . .']",51
the left pack,['The LEFT PACK and RIGHT PACK switches. .'],51
right pack,['The LEFT PACK and RIGHT PACK switches. .'],51
direct bleed air,"['direct bleed air to the air-conditioning packs, for. .', 'The Wing Anti-ice switches direct bleed air to the. .']",102
the air-conditioning pack,"['direct bleed air to the air-conditioning packs, for. .']",51
cabin environmental control,['cabin environmental control.. . . .'],51
the isolation valve,['The isolation valve is used to isolate the left and. .'],51
right pneumatic system,['right pneumatic systems.'],51
valve,"['valve opens and closes automatically, as required. .']",51
the left and right pneumatic system,['the left and right pneumatic system operate. .'],51
the wing anti-ice switch,['The Wing Anti-ice switches direct bleed air to the. .'],51
left and right de-icing boot,['left and right de-icing boots at the leading edge of. .'],51
the leading edge,['left and right de-icing boots at the leading edge of. .'],51
the apu bleed,"['When the APU Bleed switch is on, the pneumatic. .']",51
bleed air,['system is pressurized using bleed air from the. .'],51
auxiliary power unit,['Auxiliary Power Unit (APU).'],51
internal ) turbine,['(internal) turbine located at the rear of the aircraft.. . . . . .'],51
pressure,"['Pressure to the two hydraulic systems (A and B). .', 'pressure, and the differential between the internal,. .', 'pressure and other data) to protect from. .', 'pressure available in the crew oxygen cylinder,. .']",194
the two hydraulic system,['Pressure to the two hydraulic systems (A and B). .'],51
electrical-driven pump,['electrical-driven pumps.. . . .'],51
the source,['The switches on this panel control the source of. .'],51
hydraulic pressure,['hydraulic pressure.. . . .'],51
hydraulic system,"[""Hydraulic system \\xe2\\x80\\x98A' may be sourced from. ."", ""Hydraulic system \\xe2\\x80\\x98B' may be sourced from. .""]",102
"engine-driven pump # 1, or electrical-driven pump","['engine-driven pump #1, or electrical-driven pump. .']",51
\xe2\x80\x98b,"[""Hydraulic system \\xe2\\x80\\x98B' may be sourced from. .""]",51
"engine-driven pump # 2, or electrical-driven pump","['engine-driven pump #2, or electrical-driven pump. .']",51
pneumatic,['Pneumatics 10.'],1
the gauge,['The gauges on the left show the current cabin. .'],50
the current cabin,['The gauges on the left show the current cabin. .'],50
the differential,"['pressure, and the differential between the internal,. .']",50
and external pressure,['and external pressures.. . . .'],50
the flt alt rotary,['The FLT ALT rotary is used to manually set the. .'],50
anticipate peak altitude,['anticipated peak altitude for the flight (in feet).. . . .'],50
the flight,"['anticipated peak altitude for the flight (in feet).. . . .', 'landing altitude for the termination of the flight (in. .', 'When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",101
foot,"['anticipated peak altitude for the flight (in feet).. . . .', 'feet).. .']",100
the land alt rotary,['The LAND ALT rotary is used to manually set the. .'],50
the termination,['landing altitude for the termination of the flight (in. .'],50
rotary control,"['Rotary controls for the circuit breaker board. .', 'This panel contains a series of rotary controls that adjust the instrument lighting.']",51
the circuit breaker board,['Rotary controls for the circuit breaker board. .'],50
lighting level,"['lighting level, and overhead panel backlighting are. .']",50
the circuit breaker,['The circuit breaker. .'],50
board,['boards themselves are located on the back wall of. .'],50
themselves,['boards themselves are located on the back wall of. .'],50
the back wall,['boards themselves are located on the back wall of. .'],50
the emergency exit light,['The EMERGENCY EXIT LIGHTS guarded switch. .'],50
the state,['controls the state of these lights.'],50
these light,['controls the state of these lights.'],50
