VideoGameGenres_10_nouns.csv
Unique nouns: 397, Total nouns: 779
Total time: Uncomputed,Cost per noun: Uncomputed
compromise,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
some games,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
valkyria chronicles ps3,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
a turn based strategy experience,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
real time elements,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
a popular compromise,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
shared,['\n\nShared Screen Multiplayer :'],1
shared screen multiplayer,['\n\nShared Screen Multiplayer :'],1
a multiplayer experience,['These types of game create a multiplayer experience where players all share the same screen space.'],1
the same screen space,['These types of game create a multiplayer experience where players all share the same screen space.'],1
portion,"['Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.', 'Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.']",2
the screen,"['Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.', 'Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.']",2
portions,['Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.'],1
each player,['Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.'],2
football,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",2
approach,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
part,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",2
fighting games,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
this approach,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
the shared view,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
the players,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
the action,"[""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action.""]",1
single-player campaign,['\n\nSingle-player Campaign :'],1
focus,"[""These types of game focus on one player's experience.""]",1
game focus,"[""These types of game focus on one player's experience.""]",1
one player's experience,"[""These types of game focus on one player's experience.""]",1
other players,"['Rather than collaborate with other players either locally or online, players progress alone.']",1
gameplay,['The campaign style of gameplay offers a connected series of challenges to play through.'],2
series,['The campaign style of gameplay offers a connected series of challenges to play through.'],1
the campaign style,['The campaign style of gameplay offers a connected series of challenges to play through.'],1
a connected series,['The campaign style of gameplay offers a connected series of challenges to play through.'],1
challenges,['The campaign style of gameplay offers a connected series of challenges to play through.'],1
chapter,['These chapters work together to tell a story through which players progress.'],1
story,['These chapters work together to tell a story through which players progress.'],1
these chapters,['These chapters work together to tell a story through which players progress.'],1
a story,['These chapters work together to tell a story through which players progress.'],1
scenario,"['Single player games are able to focus on one experience of a scenario, so that it is usually a richer, more visceral game.']",1
single player games,"['Single player games are able to focus on one experience of a scenario, so that it is usually a richer, more visceral game.']",1
one experience,"['Single player games are able to focus on one experience of a scenario, so that it is usually a richer, more visceral game.']",1
a scenario,"['Single player games are able to focus on one experience of a scenario, so that it is usually a richer, more visceral game.']",1
"a richer, more visceral game","['Single player games are able to focus on one experience of a scenario, so that it is usually a richer, more visceral game.']",1
split-screen multi-player,['Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.'],1
a portion,['Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.'],1
each person,['Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.'],1
"two, three or four players","['This enables two, three or four players to be involved in the game using just one console.']",1
just one console,"['This enables two, three or four players to be involved in the game using just one console.']",1
ps2,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
gamecube,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",2
horsepower,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",2
visual,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
mode,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
the ps2,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
the visuals,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
the extra players,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
an online multiplayer mode,"['Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",1
shoulder,['Third Person : These types of game view the world from over the right shoulder of the character being controlled.'],1
the right shoulder,['Third Person : These types of game view the world from over the right shoulder of the character being controlled.'],1
surround,['This enables you to see the character you are controlling as well as their surrounds.'],1
their surrounds,['This enables you to see the character you are controlling as well as their surrounds.'],1
interaction,"['Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",1
first person,"['Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",1
third person games,"['Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",1
more complex moves,"['Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",1
interactions,"['Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",1
their next move,"['These types of game are played in turns, so that players can stop and consider their next move.']",1
sense,['This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.'],1
control,['This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.'],2
tactical experience,['This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.'],1
the sense,['This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.'],1
action games,"['Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",1
realtime game play,"['Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",1
