syllabus437_nouns.csv
Unique nouns: 396,Total nouns: 485
Total time: 2.346 sec,Cost per noun: 4.836 ms
you,"['You will be assigned six homework assignments to complete.', 'The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.', 'To obtain experience designing, applying, and evaluating machine learning techniques, you will complete a semester project.', 'Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).', 'Canvas will give you 80 minutes to complete the exam and you should start it no later than 10:30am on the exam date.', 'Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.', 'The pdf document will not be read during grading but will be there if you need to justify your answers.', 'If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.', 'You need to read and understand all of the definitions of cheating: http://app.leg.wa.gov/WAC/default.aspx?cite=504-26-010.', 'If you have any questions about what is and is not allowed in this course, you should ask course instructors before proceeding.', ""If you wish to appeal a faculty member's decision relating to academic integrity, please use the form available at conduct.wsu.edu."", 'It is highly recommended that you visit this web site as well as the University emergency management web site at http://oem.wsu.edu/ to become familiar with the information.']",14
six homework assignment,['You will be assigned six homework assignments to complete.'],1
all assignment,['All assignments will have written components and programming components.'],1
component,['All assignments will have written components and programming components.'],1
programming component,['All assignments will have written components and programming components.'],1
the homework assignment,['The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.'],1
the machine learn method,['The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.'],1
we,['The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.'],1
class,"['The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.', 'Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.', '\\xef\\x82\\xb7 February 25: Project ideas and requirements will be summarized in class.', 'The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.', 'Exams Exams will be available on Canvas at the beginning of class on the exam date.']",5
a diversity,['The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.'],1
all program,['All programs will be written in Python.'],1
python,['All programs will be written in Python.'],1
they,"[""They will be assigned and submitted using Google's Collaboratory online Python programming environment.""]",1
google's collaboratory online python programming environment,"[""They will be assigned and submitted using Google's Collaboratory online Python programming environment.""]",1
complete homework assignment,"['Completed homework assignments are due, through Canvas, by 11:59pm on the due date.']",1
11:59pm,"['Completed homework assignments are due, through Canvas, by 11:59pm on the due date.', 'Policy Regarding Late Work Assignments should be uploaded by 11:59pm on the due date.']",2
the due date,"['Completed homework assignments are due, through Canvas, by 11:59pm on the due date.', 'Policy Regarding Late Work Assignments should be uploaded by 11:59pm on the due date.']",2
2 ) three midterm exam,['(2) Three Midterm Exams (40%).'],1
40 %,['(2) Three Midterm Exams (40%).'],1
) exam,['Three online (through Canvas) exams will be given during the semester.'],1
the semester,['Three online (through Canvas) exams will be given during the semester.'],1
the exam,"['The exams will cover all class material up to the lecture prior to the exam date.', 'Canvas will give you 80 minutes to complete the exam and you should start it no later than 10:30am on the exam date.']",2
all class material,['The exams will cover all class material up to the lecture prior to the exam date.'],1
the lecture,['The exams will cover all class material up to the lecture prior to the exam date.'],1
the exam date,"['The exams will cover all class material up to the lecture prior to the exam date.', 'Exams Exams will be available on Canvas at the beginning of class on the exam date.', 'Canvas will give you 80 minutes to complete the exam and you should start it no later than 10:30am on the exam date.']",3
3 ) semester project,['(3) Semester Project (25%).'],1
25 %,['(3) Semester Project (25%).'],1
machine learning technique,"['To obtain experience designing, applying, and evaluating machine learning techniques, you will complete a semester project.']",1
a semester project,"['To obtain experience designing, applying, and evaluating machine learning techniques, you will complete a semester project.']",1
this project,['This project will take the place of a final exam.'],1
the place,['This project will take the place of a final exam.'],1
a final exam,['This project will take the place of a final exam.'],1
the semester project section,['See the Semester Project section below for additional details.'],1
additional detail,['See the Semester Project section below for additional details.'],1
semester grade,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
a a- b+ b b-,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
90 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
87 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
83 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
80 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
77 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
73 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
70 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
60 %,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
% semester project,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
a requirement,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
a machine learning project,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
100 point,['Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).'],1
each project,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
implementation,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
a machine learning technique,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
enhancement,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
a describe technique,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
a real-world dataset,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
problem,"['Each project will include implementation of a machine learning technique not described in class or enhancement of a described technique, with application to a real-world dataset or problem.']",1
team,['Students are encouraged to work in teams consisting of 2-3 students.'],1
2-3 student,['Students are encouraged to work in teams consisting of 2-3 students.'],1
due date,"['Due dates related to the project are listed below.', ': Project due date (also the final exam date/time).']",2
the project,['Due dates related to the project are listed below.'],1
february,['\\xef\\x82\\xb7 February 25: Project ideas and requirements will be summarized in class.'],1
project idea,['\\xef\\x82\\xb7 February 25: Project ideas and requirements will be summarized in class.'],1
requirement,['\\xef\\x82\\xb7 February 25: Project ideas and requirements will be summarized in class.'],1
april,"['\\xef\\x82\\xb7 April 11: Project proposals are due as part of Homework', '\\xef\\x82\\xb7 April 24: Canvas contains a link to a Google Doc for semester projects.', '\\xef\\x82\\xb7 April 25, 27, 29: Project teams will give a short (5 minute) ""elevator talk"" about their project.']",3
project proposal,['\\xef\\x82\\xb7 April 11: Project proposals are due as part of Homework'],1
part,"['\\xef\\x82\\xb7 April 11: Project proposals are due as part of Homework', 'Poster due 4/14 11:59pm HW #6 due 4/27 Presentations 4/29 Presentations 5/2 Project due Final code, results, demo due [1] http://www.cs.princeton.edu/courses/archive/spr07/cos424/papers/mitchell-dectrees.pdf [2] http://cs229.stanford.edu/materials/ML-advice.pdf [3] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part I, Section 1) [4] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part II, Section 5) [5] https://www.researchgate.net/publication/285164623_An_Introduction_to_Convolutional_ Neural_Networks [6] https://ip.cadence.com/uploads/901/cnn_wp-pdf']",2
the project grade,"['#5 (worth 10 points of the project grade).', 'Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).']",2
the proposal,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.', 'The proposal should include a list of team members with assigned roles as well.']",2
a brief problem statement,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.']",1
propose method,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.']",1
novelty,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.']",1
the technique,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.']",1
what,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.', 'If you have any questions about what is and is not allowed in this course, you should ask course instructors before proceeding.']",2
evaluation,"['The proposal should include a brief problem statement, proposed methods, novelty of the technique beyond what was discussed in class, application, and evaluation.']",1
a list,['The proposal should include a list of team members with assigned roles as well.'],1
team member,['The proposal should include a list of team members with assigned roles as well.'],1
assign role,['The proposal should include a list of team members with assigned roles as well.'],1
a link,"['\\xef\\x82\\xb7 April 24: Canvas contains a link to a Google Doc for semester projects.', 'Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).', 'Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.']",3
a google doc,['\\xef\\x82\\xb7 April 24: Canvas contains a link to a Google Doc for semester projects.'],1
project team,"['Project teams will add their presentation (i.e., poster or slides) there.', '\\xef\\x82\\xb7 April 25, 27, 29: Project teams will give a short (5 minute) ""elevator talk"" about their project.']",2
their presentation,"['Project teams will add their presentation (i.e., poster or slides) there.']",1
"i.e., poster","['Project teams will add their presentation (i.e., poster or slides) there.']",1
slide,"['Project teams will add their presentation (i.e., poster or slides) there.']",1
a short 5 minute,"['\\xef\\x82\\xb7 April 25, 27, 29: Project teams will give a short (5 minute) ""elevator talk"" about their project.']",1
""" elevator talk","['\\xef\\x82\\xb7 April 25, 27, 29: Project teams will give a short (5 minute) ""elevator talk"" about their project.']",1
their project,"['\\xef\\x82\\xb7 April 25, 27, 29: Project teams will give a short (5 minute) ""elevator talk"" about their project.']",1
the presentation,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
the project objective,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
hypothesis,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
dataset,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
method,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
result,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.', 'Poster due 4/14 11:59pm HW #6 due 4/27 Presentations 4/29 Presentations 5/2 Project due Final code, results, demo due [1] http://www.cs.princeton.edu/courses/archive/spr07/cos424/papers/mitchell-dectrees.pdf [2] http://cs229.stanford.edu/materials/ML-advice.pdf [3] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part I, Section 1) [4] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part II, Section 5) [5] https://www.researchgate.net/publication/285164623_An_Introduction_to_Convolutional_ Neural_Networks [6] https://ip.cadence.com/uploads/901/cnn_wp-pdf']",2
next step,"['The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",1
\xef\x82\xb7,['\\xef\\x82\\xb7 May 6'],1
: project,[': Project due date (also the final exam date/time).'],1
work code,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
instruction,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
a video,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
the code,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
update project result,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
the remain 20 point,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
project scope,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
completeness,['Provide a link to working code with instructions on running it and/or a video demonstrating how to run the code with updated project results (worth 40 points of the project grade - the remaining 20 points are assigned based on project scope and completeness).'],1
exam exam,['Exams Exams will be available on Canvas at the beginning of class on the exam date.'],1
the beginning,['Exams Exams will be available on Canvas at the beginning of class on the exam date.'],1
all student,"['All students must be on Zoom during the entire exam period, with their cameras turned on.']",1
zoom,"['All students must be on Zoom during the entire exam period, with their cameras turned on.']",1
the entire exam period,"['All students must be on Zoom during the entire exam period, with their cameras turned on.']",1
their camera,"['All students must be on Zoom during the entire exam period, with their cameras turned on.']",1
who,"['Exams will not be graded for students who are not present during the exam period.', ""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",2
the exam period,['Exams will not be graded for students who are not present during the exam period.'],1
80 minute,['Canvas will give you 80 minutes to complete the exam and you should start it no later than 10:30am on the exam date.'],1
canva,['Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.'],1
a file,['Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.'],1
pdf format,['Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.'],1
your work,['Canvas includes a link for you to optionally upload a file (pdf format only) to show your work.'],1
the pdf document,['The pdf document will not be read during grading but will be there if you need to justify your answers.'],1
grading,['The pdf document will not be read during grading but will be there if you need to justify your answers.'],1
your answer,['The pdf document will not be read during grading but will be there if you need to justify your answers.'],1
policy,['Policy Regarding Late Work Assignments should be uploaded by 11:59pm on the due date.'],1
late work assignment,['Policy Regarding Late Work Assignments should be uploaded by 11:59pm on the due date.'],1
15 %,"['After that, 15% will be deducted per day for the first two days.']",1
day,"['After that, 15% will be deducted per day for the first two days.']",1
the first two day,"['After that, 15% will be deducted per day for the first two days.']",1
assignment,['Assignments turned in more than two days late will not be graded.'],1
disability,['Students with Disabilities Reasonable accommodations are available for students with a documented disability.'],1
reasonable accommodation,['Students with Disabilities Reasonable accommodations are available for students with a documented disability.'],1
a document disability,['Students with Disabilities Reasonable accommodations are available for students with a documented disability.'],1
a disability,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",1
accommodation,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",1
the access center,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.', 'All accommodations MUST be approved through the Access Center.']",2
washington building,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",1
an appointment,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",1
an access advisor,"['If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",1
all accommodation,['All accommodations MUST be approved through the Access Center.'],1
academic integrity policy academic integrity,['Academic Integrity Policy Academic integrity is the cornerstone of higher education.'],1
the cornerstone,['Academic Integrity Policy Academic integrity is the cornerstone of higher education.'],1
high education,['Academic Integrity Policy Academic integrity is the cornerstone of higher education.'],1
"as such, all member","['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
the university community share responsibility,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
the principle,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
integrity,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
all activity,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
academic integrity,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.', 'Academic integrity will be strongly enforced in this course.', ""If you wish to appeal a faculty member's decision relating to academic integrity, please use the form available at conduct.wsu.edu.""]",3
honest scholarship,"['As such, all members of the university community share responsibility for maintaining and promoting the principles of integrity in all activities, including academic integrity and honest scholarship.']",1
wsu's academic integrity policy,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
washington administrative code,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
wac,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct."", 'Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",2
-404,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
the assignment,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
the option,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
the course,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
an appeal,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
the office,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
student conduct,"[""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct.""]",1
cheating,"['Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",1
plagiarism,"['Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",1
unauthorized collaboration,"['Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",1
the standard,"['Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",1
conduct,"['Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).']",1
the definition,['You need to read and understand all of the definitions of cheating: http://app.leg.wa.gov/WAC/default.aspx?cite=504-26-010.'],1
any question,"['If you have any questions about what is and is not allowed in this course, you should ask course instructors before proceeding.']",1
course instructor,"['If you have any questions about what is and is not allowed in this course, you should ask course instructors before proceeding.']",1
a faculty member's decision,"[""If you wish to appeal a faculty member's decision relating to academic integrity, please use the form available at conduct.wsu.edu.""]",1
the form,"[""If you wish to appeal a faculty member's decision relating to academic integrity, please use the form available at conduct.wsu.edu.""]",1
conduct.wsu.edu,"[""If you wish to appeal a faculty member's decision relating to academic integrity, please use the form available at conduct.wsu.edu.""]",1
safety information washington state university,"['Safety Information Washington State University is committed to maintaining a safe environment for its faculty, staff, and students.']",1
a safe environment,"['Safety Information Washington State University is committed to maintaining a safe environment for its faculty, staff, and students.']",1
its faculty,"['Safety Information Washington State University is committed to maintaining a safe environment for its faculty, staff, and students.']",1
staff,"['Safety Information Washington State University is committed to maintaining a safe environment for its faculty, staff, and students.']",1
safety,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
the responsibility,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
every member,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
the campus community,"['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.', 'In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",2
individual,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
the appropriate action,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
an emergency,['Safety is the responsibility of every member of the campus community and individuals should know the appropriate actions to take when an emergency arises.'],1
our commitment,"['In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",1
the safety,"['In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",1
the university,"['In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",1
a campus safety plan,"['In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",1
this web site,['It is highly recommended that you visit this web site as well as the University emergency management web site at http://oem.wsu.edu/ to become familiar with the information.'],1
the university emergency management web site,['It is highly recommended that you visit this web site as well as the University emergency management web site at http://oem.wsu.edu/ to become familiar with the information.'],1
http://oem.wsu.edu/,['It is highly recommended that you visit this web site as well as the University emergency management web site at http://oem.wsu.edu/ to become familiar with the information.'],1
the information,['It is highly recommended that you visit this web site as well as the University emergency management web site at http://oem.wsu.edu/ to become familiar with the information.'],1
course calendar,"['Course Calendar (Tentative) Black = online Red = student led (exams, posters, presentations, project)']",1
tentative ) black = online red = student,"['Course Calendar (Tentative) Black = online Red = student led (exams, posters, presentations, project)']",1
poster,"['Course Calendar (Tentative) Black = online Red = student led (exams, posters, presentations, project)', 'Poster due 4/14 11:59pm HW #6 due 4/27 Presentations 4/29 Presentations 5/2 Project due Final code, results, demo due [1] http://www.cs.princeton.edu/courses/archive/spr07/cos424/papers/mitchell-dectrees.pdf [2] http://cs229.stanford.edu/materials/ML-advice.pdf [3] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part I, Section 1) [4] http://cs229.stanford.edu/notes2020spring/cs229-notes1.pdf (Part II, Section 5) [5] https://www.researchgate.net/publication/285164623_An_Introduction_to_Convolutional_ Neural_Networks [6] https://ip.cadence.com/uploads/901/cnn_wp-pdf']",2
"presentation, project","['Course Calendar (Tentative) Black = online Red = student led (exams, posters, presentations, project)']",1
blue = holiday date topic,['Blue = holiday Date Topic Reading Due 1/10 Syllabus Daum\\xc3\\xa9 Chapter 1 HW #1 assigned 1/12 Introduction 1/14 Python / Colab overview 1/17 Martin Luther King Day 1/19 Decision trees Mitchell Chapter 3'],1
due 1/10 syllabus daum\xc3\xa9 chapter,['Blue = holiday Date Topic Reading Due 1/10 Syllabus Daum\\xc3\\xa9 Chapter 1 HW #1 assigned 1/12 Introduction 1/14 Python / Colab overview 1/17 Martin Luther King Day 1/19 Decision trees Mitchell Chapter 3'],1
[ 1 ] 1/21 decision tree daum\xc3\xa9 chapter 2 1/24 limit,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
inductive bias,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
# 1 due underfit/overfit,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
