737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
the aircraft pneumatic system,"['This panel controls the aircraft pneumatic system, 9.']",1
a ground source,"['Pneumatics which can be supplied by the engines, APU or a ground source.']",1
the pneumatic system,"['The pneumatic system provides air for engine starting, air conditioning packs and the wing anti-ice boots.', 'When set to AUTO, this valve opens and closes automatically, as required by the pneumatic systems.', 'When the APU Bleed switch is on, the pneumatic system is pressurized using bleed air from the Auxiliary Power Unit (APU).']",3
engine starting,"['The pneumatic system provides air for engine starting, air conditioning packs and the wing anti-ice boots.']",1
air conditioning pack,"['The pneumatic system provides air for engine starting, air conditioning packs and the wing anti-ice boots.']",1
the wing anti-ice boot,"['The pneumatic system provides air for engine starting, air conditioning packs and the wing anti-ice boots.']",1
the duct pressure gauge,"['The DUCT PRESSURE gauge displays the available air pressure in the left, and right pneumatic systems.']",1
the available air pressure,"['The DUCT PRESSURE gauge displays the available air pressure in the left, and right pneumatic systems.']",1
right pneumatic system,"['The DUCT PRESSURE gauge displays the available air pressure in the left, and right pneumatic systems.']",1
the recirculate fan,"['The recirculating fans recirculate filtered air back to the cabin, to reduce bleed air requirements.']",1
filter air,"['The recirculating fans recirculate filtered air back to the cabin, to reduce bleed air requirements.']",1
bleed air requirement,"['The recirculating fans recirculate filtered air back to the cabin, to reduce bleed air requirements.']",1
the left pack,"['The LEFT PACK and RIGHT PACK switches direct bleed air to the air-conditioning packs, for cabin environmental control.']",1
right pack,"['The LEFT PACK and RIGHT PACK switches direct bleed air to the air-conditioning packs, for cabin environmental control.']",1
direct bleed air,"['The LEFT PACK and RIGHT PACK switches direct bleed air to the air-conditioning packs, for cabin environmental control.', 'The Wing Anti-ice switches direct bleed air to the left and right de-icing boots at the leading edge of the wings.']",2
the air-conditioning pack,"['The LEFT PACK and RIGHT PACK switches direct bleed air to the air-conditioning packs, for cabin environmental control.']",1
cabin environmental control,"['The LEFT PACK and RIGHT PACK switches direct bleed air to the air-conditioning packs, for cabin environmental control.']",1
the isolation valve,['The isolation valve is used to isolate the left and right pneumatic systems.'],1
the left and right pneumatic system,"['The isolation valve is used to isolate the left and right pneumatic systems.', 'When set to CLOSE, the left and right pneumatic system operate independently.']",2
this valve,"['When set to AUTO, this valve opens and closes automatically, as required by the pneumatic systems.']",1
the wing anti-ice switch,['The Wing Anti-ice switches direct bleed air to the left and right de-icing boots at the leading edge of the wings.'],1
right de-icing boot,['The Wing Anti-ice switches direct bleed air to the left and right de-icing boots at the leading edge of the wings.'],1
the leading edge,['The Wing Anti-ice switches direct bleed air to the left and right de-icing boots at the leading edge of the wings.'],1
the apu bleed switch,"['When the APU Bleed switch is on, the pneumatic system is pressurized using bleed air from the Auxiliary Power Unit (APU).']",1
bleed air,"['When the APU Bleed switch is on, the pneumatic system is pressurized using bleed air from the Auxiliary Power Unit (APU).']",1
the auxiliary power unit,"['When the APU Bleed switch is on, the pneumatic system is pressurized using bleed air from the Auxiliary Power Unit (APU).']",1
apu,"['When the APU Bleed switch is on, the pneumatic system is pressurized using bleed air from the Auxiliary Power Unit (APU).']",1
a small internal ) turbine,['This is a small (internal) turbine located at the rear of the aircraft.'],1
hydraulic pressure,"['Hydraulics Pressure to the two hydraulic systems (A and B) may be provided from engine-driven, and electrical-driven pumps.', 'The switches on this panel control the source of hydraulic pressure.']",2
the two hydraulic system,"['Hydraulics Pressure to the two hydraulic systems (A and B) may be provided from engine-driven, and electrical-driven pumps.']",1
"engine-driven, and electrical-driven pump","['Hydraulics Pressure to the two hydraulic systems (A and B) may be provided from engine-driven, and electrical-driven pumps.']",1
hydraulic system,"[""Hydraulic system 'A' may be sourced from engine-driven pump #1, or electrical-driven pump #2, or both."", ""Hydraulic system 'B' may be sourced from engine-driven pump #2, or electrical-driven pump #1, or both.""]",2
engine-driven pump,"[""Hydraulic system 'A' may be sourced from engine-driven pump #1, or electrical-driven pump #2, or both."", ""Hydraulic system 'B' may be sourced from engine-driven pump #2, or electrical-driven pump #1, or both.""]",2
electrical-driven pump,"[""Hydraulic system 'A' may be sourced from engine-driven pump #1, or electrical-driven pump #2, or both."", ""Hydraulic system 'B' may be sourced from engine-driven pump #2, or electrical-driven pump #1, or both.""]",2
b,"[""Hydraulic system 'B' may be sourced from engine-driven pump #2, or electrical-driven pump #1, or both."", 'Systems A and B are normally engaged exclusively.', ""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",3
cabin pressurization,['Cabin Pressurization'],1
this panel display,['This panel displays and controls the cabin pressurization.'],1
the cabin pressurization,['This panel displays and controls the cabin pressurization.'],1
the current cabin pressure,"['The gauges on the left show the current cabin pressure, and the differential between the internal, and external pressures.']",1
the differential,"['The gauges on the left show the current cabin pressure, and the differential between the internal, and external pressures.']",1
"the internal, and external pressure","['The gauges on the left show the current cabin pressure, and the differential between the internal, and external pressures.']",1
the flt alt rotary,['The FLT ALT rotary is used to manually set the anticipated peak altitude for the flight (in feet).'],1
the anticipate peak altitude,['The FLT ALT rotary is used to manually set the anticipated peak altitude for the flight (in feet).'],1
the flight,"['The FLT ALT rotary is used to manually set the anticipated peak altitude for the flight (in feet).', 'The LAND ALT rotary is used to manually set the landing altitude for the termination of the flight (in feet).', 'When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",3
foot,"['The FLT ALT rotary is used to manually set the anticipated peak altitude for the flight (in feet).', 'The LAND ALT rotary is used to manually set the landing altitude for the termination of the flight (in feet).']",2
the land alt rotary,['The LAND ALT rotary is used to manually set the landing altitude for the termination of the flight (in feet).'],1
the landing altitude,['The LAND ALT rotary is used to manually set the landing altitude for the termination of the flight (in feet).'],1
the termination,['The LAND ALT rotary is used to manually set the landing altitude for the termination of the flight (in feet).'],1
miscellaneous rotary control,"['Miscellaneous Rotary controls for the circuit breaker board lighting level, and overhead panel backlighting are located at the top of this panel.']",1
the circuit breaker board lighting level,"['Miscellaneous Rotary controls for the circuit breaker board lighting level, and overhead panel backlighting are located at the top of this panel.']",1
overhead panel backlighting,"['Miscellaneous Rotary controls for the circuit breaker board lighting level, and overhead panel backlighting are located at the top of this panel.']",1
the circuit breaker board,"['The circuit breaker boards themselves are located on the back wall of the cockpit, behind the pilot and first-officer.']",1
themselves,"['The circuit breaker boards themselves are located on the back wall of the cockpit, behind the pilot and first-officer.']",1
the back wall,"['The circuit breaker boards themselves are located on the back wall of the cockpit, behind the pilot and first-officer.']",1
the emergency exit light,['The EMERGENCY EXIT LIGHTS guarded switch controls the state of these lights.'],1
switch,['The EMERGENCY EXIT LIGHTS guarded switch controls the state of these lights.'],1
the state,['The EMERGENCY EXIT LIGHTS guarded switch controls the state of these lights.'],1
these light,['The EMERGENCY EXIT LIGHTS guarded switch controls the state of these lights.'],1
the light,"['When ARMED, the lights will illuminate automatically.', 'When ON, the lights are illuminated immediately.', 'STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.']",3
the flight attendant,['The Flight attendant and ground personnel call buttons are located on this panel.'],1
ground personnel call button,['The Flight attendant and ground personnel call buttons are located on this panel.'],1
the fasten safety belt,"['Also, the FASTEN SAFETY BELTS switch.']",1
a rotary control,['A rotary control exists at the bottom of the panel to control the windshield wipers.'],1
the windshield wiper,['A rotary control exists at the bottom of the panel to control the windshield wipers.'],1
23 aft overhead panel,['23 Aft Overhead Panel'],1
the aft overhead panel,"[""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",1
the activation status,['This panel is used to control the activation status of the Emergency Locator Transmitter (ELT).'],1
the emergency locator transmitter,['This panel is used to control the activation status of the Emergency Locator Transmitter (ELT).'],1
the guard ) arm position,"['When in the (guarded) ARM position, the ELT will activate automatically in the event an impact is detected.']",1
the elt,"['When in the (guarded) ARM position, the ELT will activate automatically in the event an impact is detected.', 'When in the ON position, the ELT activates immediately.', 'The annunciator is illuminated when the ELT is operating.']",3
an impact,"['When in the (guarded) ARM position, the ELT will activate automatically in the event an impact is detected.']",1
the annunciator,"['The annunciator is illuminated when the ELT is operating.', 'The annunciator illuminates if the passenger supplemental oxygen system has deployed.']",2
a single switch,"[""This panel contains a single switch used to control the overhead cockpit 'dome' lighting.""]",1
the overhead cockpit ' dome ' lighting,"[""This panel contains a single switch used to control the overhead cockpit 'dome' lighting.""]",1
the active mic,"['This panels controls the active mic, and active audio source.']",1
active audio source,"['This panels controls the active mic, and active audio source.']",1
the button,"['The buttons along the top of the panel activate or deactivate the associated mics.', ""The illuminated 'rotaries' below the buttons behave as toggle switches, and are used to activate, or deactivate the associated audio source."", 'Current time is displayed in UTC, or local (controlled by the button at the upper-right).', 'Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.']",4
the associated mic,['The buttons along the top of the panel activate or deactivate the associated mics.'],1
example,"['For example, clicking the VHF1 button to ON will activate the mic connected to the VHF 1 (pilot-side) radio.', 'For example, clicking the toggle below the VHF1 button will activate audio from the VHF 1 (pilot-side) radio.']",2
the vhf1 button,"['For example, clicking the VHF1 button to ON will activate the mic connected to the VHF 1 (pilot-side) radio.', 'For example, clicking the toggle below the VHF1 button will activate audio from the VHF 1 (pilot-side) radio.']",2
the mic,"['For example, clicking the VHF1 button to ON will activate the mic connected to the VHF 1 (pilot-side) radio.']",1
the vhf 1 pilot-side ) radio,"['For example, clicking the VHF1 button to ON will activate the mic connected to the VHF 1 (pilot-side) radio.', 'For example, clicking the toggle below the VHF1 button will activate audio from the VHF 1 (pilot-side) radio.']",2
the illuminate ' rotary,"[""The illuminated 'rotaries' below the buttons behave as toggle switches, and are used to activate, or deactivate the associated audio source.""]",1
toggle switch,"[""The illuminated 'rotaries' below the buttons behave as toggle switches, and are used to activate, or deactivate the associated audio source.""]",1
the associated audio source,"[""The illuminated 'rotaries' below the buttons behave as toggle switches, and are used to activate, or deactivate the associated audio source.""]",1
the toggle,"['For example, clicking the toggle below the VHF1 button will activate audio from the VHF 1 (pilot-side) radio.']",1
the electronic engine control,['This panel controls the Electronic Engine Control 4.'],1
eec ) system mode,['Electronic Engine Control (EEC) system mode.'],1
the ' engine control ' annunciator,"[""The 'Engine Control' annunciators illuminate when a malfunction is detected in the electronic engine control system, or the flight conditions data required by this system is compromised.""]",1
a malfunction,"[""The 'Engine Control' annunciators illuminate when a malfunction is detected in the electronic engine control system, or the flight conditions data required by this system is compromised."", 'The annunciates illuminate permanently when a malfunction in the thrust-reversers is detected.']",2
the electronic engine control system,"[""The 'Engine Control' annunciators illuminate when a malfunction is detected in the electronic engine control system, or the flight conditions data required by this system is compromised."", 'The EEC buttons provide control over the Electronic Engine Control system.']",2
the flight condition datum,"[""The 'Engine Control' annunciators illuminate when a malfunction is detected in the electronic engine control system, or the flight conditions data required by this system is compromised.""]",1
this system,"[""The 'Engine Control' annunciators illuminate when a malfunction is detected in the electronic engine control system, or the flight conditions data required by this system is compromised.""]",1
the eec button,['The EEC buttons provide control over the Electronic Engine Control system.'],1
the eec,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).', ""In ALTN (alternate) mode, the EEC uses the last valid flight conditions (before becoming compromised) to accomplish this task. '""]",2
the current flight condition,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
temperature,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
pressure,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
other datum,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
the redline value,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
n1,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).', '37 Center Panel Multi-Function Panel The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.']",2
the low-pressure compressor fan,"['When ON is selected, this engages NORMAL mode - the EEC uses the current flight conditions (temperature, pressure and other data) to protect from exceeding the redline value for N1 (the low-pressure compressor fan).']",1
altn alternate ) mode,"[""In ALTN (alternate) mode, the EEC uses the last valid flight conditions (before becoming compromised) to accomplish this task. '""]",1
the last valid flight condition,"[""In ALTN (alternate) mode, the EEC uses the last valid flight conditions (before becoming compromised) to accomplish this task. '""]",1
this task,"[""In ALTN (alternate) mode, the EEC uses the last valid flight conditions (before becoming compromised) to accomplish this task. '""]",1
reverser ' annunciator,"[""Reverser' annunciators illuminate temporarily when the thrust-reverser retracts back to the stowed position.""]",1
the thrust-reverser,"[""Reverser' annunciators illuminate temporarily when the thrust-reverser retracts back to the stowed position.""]",1
the stow position,"[""Reverser' annunciators illuminate temporarily when the thrust-reverser retracts back to the stowed position.""]",1
the annunciate,['The annunciates illuminate permanently when a malfunction in the thrust-reversers is detected.'],1
the thrust-reversers,['The annunciates illuminate permanently when a malfunction in the thrust-reversers is detected.'],1
flight recorder,['Flight Recorder'],1
the flight data recorder,['This panel controls the flight data recorder.'],1
the normal guard ) position,"['When in the NORMAL (guarded) position, the flight recorder operates anytime the engines are running.']",1
the flight recorder,"['When in the NORMAL (guarded) position, the flight recorder operates anytime the engines are running.', 'When in the TEST position, the flight recorder operates regardless of engine status.']",2
the test position,"['When in the TEST position, the flight recorder operates regardless of engine status.']",1
engine status,"['When in the TEST position, the flight recorder operates regardless of engine status.']",1
oxygen,['Oxygen'],1
the crew oxygen gauge,"['The CREW OXYGEN gauge indicates the pressure available in the crew oxygen cylinder, which provides supplemental oxygen in the event of a pressurization failure.']",1
the pressure,"['The CREW OXYGEN gauge indicates the pressure available in the crew oxygen cylinder, which provides supplemental oxygen in the event of a pressurization failure.']",1
the crew oxygen cylinder,"['The CREW OXYGEN gauge indicates the pressure available in the crew oxygen cylinder, which provides supplemental oxygen in the event of a pressurization failure.']",1
supplemental oxygen,"['The CREW OXYGEN gauge indicates the pressure available in the crew oxygen cylinder, which provides supplemental oxygen in the event of a pressurization failure.']",1
a pressurization failure,"['The CREW OXYGEN gauge indicates the pressure available in the crew oxygen cylinder, which provides supplemental oxygen in the event of a pressurization failure.']",1
the passenger supplemental oxygen system,['The annunciator illuminates if the passenger supplemental oxygen system has deployed.'],1
the passenger oxygen guard switch,['The PASSENGER OXYGEN guarded switch has two modes - NORMAL (supplemental oxygen system deploys automatically) and ON (supplemental oxygen system deploys immediately).'],1
two mode-normal supplemental oxygen system,['The PASSENGER OXYGEN guarded switch has two modes - NORMAL (supplemental oxygen system deploys automatically) and ON (supplemental oxygen system deploys immediately).'],1
supplemental oxygen system,['The PASSENGER OXYGEN guarded switch has two modes - NORMAL (supplemental oxygen system deploys automatically) and ON (supplemental oxygen system deploys immediately).'],1
redundant landing gear annunciator,['Redundant Landing Gear Annunciators'],1
annunciator,"['A separate set of annunciators that indicate the status of the landing gear - to provide redundancy in the event the primary annunciators (on the main instrument panel) fail.', 'Annunciators A/P P/RST:']",2
the status,"['A separate set of annunciators that indicate the status of the landing gear - to provide redundancy in the event the primary annunciators (on the main instrument panel) fail.', ""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems.""]",2
redundancy,"['A separate set of annunciators that indicate the status of the landing gear - to provide redundancy in the event the primary annunciators (on the main instrument panel) fail.', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.', ""However, when in 'auto-land' mode, both are typically engaged together, to provide redundancy in case of failure.""]",3
the primary annunciator,['A separate set of annunciators that indicate the status of the landing gear - to provide redundancy in the event the primary annunciators (on the main instrument panel) fail.'],1
the main instrument panel,['A separate set of annunciators that indicate the status of the landing gear - to provide redundancy in the event the primary annunciators (on the main instrument panel) fail.'],1
27 primary instrument panel,['27 Primary Instrument Panels Electronic Attitude Director Indicator (EADI)'],1
electronic attitude director indicator,"['27 Primary Instrument Panels Electronic Attitude Director Indicator (EADI)', 'The EADI is covered in detail in a separate chapter: Electronic Attitude Director Indicator (EADI) Components 28']",2
the left lcd panel,['This is the left LCD panel in the avionics cluster.'],1
the avionic cluster,"['This is the left LCD panel in the avionics cluster.', 'This is the right LCD panel in the avionics cluster.']",2
the eadi,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.', 'The EADI also displays localizer and glideslope deviation, when coupled to an ILS approach.', 'The EADI is covered in detail in a separate chapter: Electronic Attitude Director Indicator (EADI) Components 28', 'OUTBO DU controls the brightness of the EADI.']",4
the attitude,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.']",1
the horizon,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.']",1
the altitude,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.', '49  Used in conjunction with the Altitude Hold Button and Vertical Speed Button.', 'Rotary When Vertical Speed mode is engaged, the autopilot will ascend, or descend at the desired rate, until reaching the altitude displayed here, at which point it will level-off.']",3
sea level,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.']",1
the scale,"['The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.']",1
the attitude display,"['The attitude display informs the pilot whether the aircraft is flying straight, or turning, and whether the aircraft is climbing, or descending.']",1
this information,"['This information is crucial in ""instrument conditions"" - when the outside horizon is not visible.']",1
instrument condition,"['This information is crucial in ""instrument conditions"" - when the outside horizon is not visible.']",1
the outside horizon,"['This information is crucial in ""instrument conditions"" - when the outside horizon is not visible.']",1
localizer and glideslope deviation,"['The EADI also displays localizer and glideslope deviation, when coupled to an ILS approach.']",1
an ils approach,"['The EADI also displays localizer and glideslope deviation, when coupled to an ILS approach.']",1
a separate chapter,"['The EADI is covered in detail in a separate chapter: Electronic Attitude Director Indicator (EADI) Components 28', 'The EHSI is covered in detail in a separate chapter: Electronic Horizontal Situation Indicator (EHSI)']",2
the right lcd panel,['This is the right LCD panel in the avionics cluster.'],1
the ehsi,"[""The EHSI displays the aircraft's position & (magnetic) heading."", 'The EHSI is covered in detail in a separate chapter: Electronic Horizontal Situation Indicator (EHSI)', 'INBO DU controls the brightness of the EHSI.', 'The location of an airport relative to the current position of the aircraft The features currently displayed by the EHSI 10 Active Features ARPT: Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR:']",4
the aircraft's position,"[""The EHSI displays the aircraft's position & (magnetic) heading."", ""If a flight plan has been input (using the FMS), this panel also displays the aircraft's position relative to the desired track.""]",2
the display,"['The display is presented in a plan view, as if looking down at the aircraft from directly above.']",1
a plan view,"['The display is presented in a plan view, as if looking down at the aircraft from directly above.']",1
a flight plan,"[""If a flight plan has been input (using the FMS), this panel also displays the aircraft's position relative to the desired track."", '4 Next Flight Plan If a flight plan is currently in effect Waypoint 5 VOR Information Frequency and distance of VOR tuned by NAV radio 6 Flight Plan Course', 'It is recommended the pilot generate a flight plan for the chosen route before using the FMS or GPS units.']",3
the fms,"[""If a flight plan has been input (using the FMS), this panel also displays the aircraft's position relative to the desired track."", 'It is recommended the pilot generate a flight plan for the chosen route before using the FMS or GPS units.']",2
the desire track,"[""If a flight plan has been input (using the FMS), this panel also displays the aircraft's position relative to the desired track."", 'When the aircraft is following a flight-plan, or according to a navigation aid, this Deviation Bar bar informs the pilot to steer left, or right, to intercept the desired track.']",2
backup eadi/ehsi,['Components Backup EADI/EHSI'],1
this instrument,"['This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.', 'Chronometer This instrument displays the current time, and (flight) elapsed time.']",2
the primary eadi,['This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.'],1
a single unit,['This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.'],1
the backup eadi/ehsi,['The backup EADI/EHSI is powered by a separate electrical source.'],1
a separate electrical source,['The backup EADI/EHSI is powered by a separate electrical source.'],1
29   instrument lighting control panel,['29  Instrument Lighting Control Panel'],1
rotary control,"['This panel contains a series of rotary controls that adjust the instrument lighting.', 'Use the Rudder rotary control for yaw trim - in accordance with the rudder trim indicator.']",2
the instrument lighting,['This panel contains a series of rotary controls that adjust the instrument lighting.'],1
main panel,['MAIN PANEL controls the backlighting to the upper and lower instrument panels.'],1
the backlighting,['MAIN PANEL controls the backlighting to the upper and lower instrument panels.'],1
the upper and low instrument panel,['MAIN PANEL controls the backlighting to the upper and lower instrument panels.'],1
upper du,['UPPER DU controls the brightness of the upper-center multi-function display unit (See: xxx).'],1
the brightness,"['UPPER DU controls the brightness of the upper-center multi-function display unit (See: xxx).', 'LOWER DU controls the brightness of the lower-center multi-function display unit (See: xxx).', 'BACKGROUND controls the brightness of the lower instrument panel flood lighting.', 'ADFS FLOOD controls the brightness of the upper instrument panel flood lighting.', 'OUTBO DU controls the brightness of the EADI.', 'INBO DU controls the brightness of the EHSI.']",6
the upper-center multi-function display unit,['UPPER DU controls the brightness of the upper-center multi-function display unit (See: xxx).'],1
the low-center multi-function display unit,['LOWER DU controls the brightness of the lower-center multi-function display unit (See: xxx).'],1
background,['BACKGROUND controls the brightness of the lower instrument panel flood lighting.'],1
the low instrument panel flood lighting,['BACKGROUND controls the brightness of the lower instrument panel flood lighting.'],1
adfs flood,['ADFS FLOOD controls the brightness of the upper instrument panel flood lighting.'],1
the upper instrument panel flood lighting,['ADFS FLOOD controls the brightness of the upper instrument panel flood lighting.'],1
du,['OUTBO DU controls the brightness of the EADI.'],1
inbo du,['INBO DU controls the brightness of the EHSI.'],1
the current time,"['Chronometer This instrument displays the current time, and (flight) elapsed time.']",1
flight,"['Chronometer This instrument displays the current time, and (flight) elapsed time.', 'Flight Detent: Deployed to the maximum position for in-flight use.', 'Use STBY when operating on the ground, and ALT ON when in flight.', 'Pre-Flight Exterior Inspection A Pre-Flight Inspection should always precede flight in any aircraft.']",4
current time,"['Current time is displayed in UTC, or local (controlled by the button at the upper-right).']",1
utc,"['Current time is displayed in UTC, or local (controlled by the button at the upper-right).']",1
the chronometer timer,"['Start, Hold and Reset the chronometer timer using the CHR button at the upper-left.']",1
the chr button,"['Start, Hold and Reset the chronometer timer using the CHR button at the upper-left.']",1
large aircraft,['30  Tiller Large aircraft are frequently equipped with a tiller for nosewheel steering.'],1
a tiller,['30  Tiller Large aircraft are frequently equipped with a tiller for nosewheel steering.'],1
nosewheel steering,['30  Tiller Large aircraft are frequently equipped with a tiller for nosewheel steering.'],1
the tiller,['The tiller here will respond to rudder commands for steering on the ground.'],1
command,"['The tiller here will respond to rudder commands for steering on the ground.', '2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.']",2
a/p p/rst,['Annunciators A/P P/RST:'],1
auto-pilot caution,['Auto-pilot caution or warning.'],1
warning,"['Auto-pilot caution or warning.', 'Auto-throttle caution or warning.', 'Flight Management Computer caution or warning.', 'TAKEOFF CONFIG: Takeoff configuration caution or warning.', 'Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",5
auto-throttle caution,['Auto-throttle caution or warning.'],1
flight management computer caution,['Flight Management Computer caution or warning.'],1
takeoff config,['TAKEOFF CONFIG: Takeoff configuration caution or warning.'],1
takeoff configuration caution,['TAKEOFF CONFIG: Takeoff configuration caution or warning.'],1
cabin altitude,"['CABIN ALTITUDE:', 'Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",2
cabin pressurization system,"['Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",1
safe limit,"['Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",1
speed brake,"['SPEED BRAKE ARMED: Automatic speed-brake deployment is armed for landing.', ""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems."", 'Speed brakes are very effective at reducing lift generated by the wings and adding drag, and are usually deployed partially during descent, or fully at touchdown.', 'Landing SPEED BRAKES - SET AS REQUIRED FLAPS - SET AS REQUIRED LANDING GEAR - DOWN 80 After Landing FLAPS - RETRACTED SPEED BRAKES - RETRACTED WING / LANDING LIGHTS - OFF 81']",4
automatic speed-brake deployment,['SPEED BRAKE ARMED: Automatic speed-brake deployment is armed for landing.'],1
the aircraft's equipment,"[""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems.""]",1
red indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
amber indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
caution,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
green indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
information,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.', 'These work independently, and are used to control and customize the settings and information presented on the left, and right EHSI display: 1 Flight Path Vector Not currently supported Display 2 MTRS Selects the additional display of EADI altitude in meters 3 Baro Rotary Used to set the altimeter barometric pressure and units 4 VOR 2 Enables navigation using the VOR tuned by the NAV 2 radio.']",2
trim,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],2
the auto-pilot,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
every annunciator light,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
a high degree,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
test,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
they,"['This ensures they are operational before a flight. been applied.', 'Advance the thrust levers to increase thrust and retard them to reduce thrust.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",3
a flight,['This ensures they are operational before a flight. been applied.'],1
manual control,['The pilot needs to be aware of this when resuming manual control of the aircraft.'],1
31 electronic attitude director indicator,['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).'],1
1 mach number airspeed,['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).'],1
