moby-dick-002-chapter-1-loomings_nouns.csv
Unique nouns: 400,Total nouns: 629
Total time: 2.46 sec,Cost per noun: 3.91 ms
the stoic,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']",1
time,['But even this wears off in time.'],1
some old hunk,"['What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?']",1
a sea-captain,"['What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?']",1
a broom,"['What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?']",1
the deck,"['What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?']",1
the scale,"['What does that indignity amount to, weighed, I mean, in the scales of the New Testament?']",1
the new testament,"['What does that indignity amount to, weighed, I mean, in the scales of the New Testament?']",1
the archangel gabriel,"['Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?']",1
anything,"['Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?']",1
that old hunk,"['Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?']",1
that particular instance,"['Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?']",1
a slave,"[""Who ain't a slave?""]",1
the old sea-captains,"['Well, then, however the old sea-captains may order me about-']",1
herman melvillesatisfaction,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
everybody,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
one way,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
a physical or metaphysical point,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
view,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
the universal thump,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
all hand,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
each other's shoulder-blades,"[""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]",1
a point,"['Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.']",1
my trouble,"['Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.']",1
a single penny,"['Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.']",1
the contrary,"['On the contrary, passengers themselves must pay.']",1
all the difference,['And there is all the difference in the world between paying and being paid.'],1
the act,['The act of paying is perhaps the most uncomfortable in\\xef\\xac\\x82iction that the two orchard thieves entailed upon us.'],1
the most uncomfortable in\xef\xac\x82iction,['The act of paying is perhaps the most uncomfortable in\\xef\\xac\\x82iction that the two orchard thieves entailed upon us.'],1
the two orchard thief,['The act of paying is perhaps the most uncomfortable in\\xef\\xac\\x82iction that the two orchard thieves entailed upon us.'],1
"paid,-","['But being paid,- what will compare with it?']",1
the urbane activity,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
a man,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
money,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",2
the root,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
all earthly ill,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
no account,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
a monied man,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
heaven,"['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']",1
the wholesome exercise,"['how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",1
pure air,"['how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",1
the fore-castle deck,"['how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",1
this world,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
head wind,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
wind,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the pythagorean maxim,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the most part,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the commodore,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the quarter-deck,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
his atmosphere,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
second hand,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the sailor,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
the forecastle,"['For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.']",1
much the same way,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
the commonalty,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
their leader,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
many other thing,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
the same time,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
the leader,"['In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.']",1
a merchant sailor,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
my head,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
a whaling voyage,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.', '""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",2
this the invisible police,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
the fate,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.', '""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",2
the constant surveillance,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
some unaccountable way-,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
any one,"['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",1
my,"['And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.']",1
this whaling voyage,"['And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.']",1
part,"['And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.']",1
the grand programme,"['And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.']",1
providence,"['And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.']",1
brief interlude,['It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby'],1
solo,['It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby'],1
herman melvillemore extensive performance,['Dick: Chapter 1 by Herman Melvillemore extensive performances.'],1
this part,"['I take it that this part of the bill must have run something like this:""Grand']",1
the bill,"['I take it that this part of the bill must have run something like this:""Grand']",1
"this:""grand","['I take it that this part of the bill must have run something like this:""Grand']",1
contest election,['Contested Election for the Presidency of the United States.'],1
the presidency,['Contested Election for the Presidency of the United States.'],1
the united state,['Contested Election for the Presidency of the United States.'],1
voyage,"['""WHALING VOYAGE BY ONE ISHMAEL.""']",1
one ishmael,"['""WHALING VOYAGE BY ONE ISHMAEL.""']",1
""" bloody battle","['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
affghanistan,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
those stage manager,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
this shabby part,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
other,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
magni\xef\xac\x81cent part,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
high tragedy,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
genteel comedy,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
jolly part,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
farces-,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
all the circumstance,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
the spring,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
motive,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
various disguise,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
the part,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
the delusion,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
a choice,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
my own unbiased freewill,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
discriminate judgment,"['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']",1
chief,['Chief among these motives was the overwhelming idea of the great whale himself.'],1
these motive,['Chief among these motives was the overwhelming idea of the great whale himself.'],1
the overwhelming idea,['Chief among these motives was the overwhelming idea of the great whale himself.'],1
the great whale,['Chief among these motives was the overwhelming idea of the great whale himself.'],1
such a portentous and mysterious monster,['Such a portentous and mysterious monster roused all my curiosity.'],1
all my curiosity,['Such a portentous and mysterious monster roused all my curiosity.'],1
his island bulk,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",1
the whale,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.', 'Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",2
all the attend marvel,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",1
a thousand patagonian sight,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",1
sound,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",1
my wish,"['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",1
other man,"['With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']",1
such thing,"['With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']",1
inducement,"['With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']",1
an everlasting itch,"['With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']",1
forbidden sea,"['I love to sail forbidden seas, and land on barbarous coasts.']",1
barbarous coast,"['I love to sail forbidden seas, and land on barbarous coasts.']",1
a horror,"['Not ignoring what is good, I am quick to perceive a horror, and could still be social with it-']",1
it-,"['Not ignoring what is good, I am quick to perceive a horror, and could still be social with it-']",1
me-,['would they let me- since it is but well to be on friendly terms with all the inmates of the place one lodges in.'],1
friendly term,['would they let me- since it is but well to be on friendly terms with all the inmates of the place one lodges in.'],1
all the inmate,['would they let me- since it is but well to be on friendly terms with all the inmates of the place one lodges in.'],1
the place,['would they let me- since it is but well to be on friendly terms with all the inmates of the place one lodges in.'],1
reason,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
these thing,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
the whaling voyage,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
the great \xef\xac\x82ood-gates,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
the wild conceit,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
my purpose,"['By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",1
herman melvillemy inmost soul,"['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",1
endless procession,"['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",1
one grand hooded phantom,"['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",1
a snow hill,"['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",1
etc.usf.edu,"['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",1
