document_nouns.csv
Unique nouns: 1014,Total nouns: 1427
Total time: 5.669 sec,Cost per noun: 3.973 ms
airline service,"['A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to conventional mechanical systems relying on steel cables, and requires fewer spares and less maintenance in airline service.']",1
a boeing-patented two-way digital data bus,"['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']",1
arinc,"['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']",1
a new industry standard,"['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']",1
airplane system,['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.'],1
associate computer,['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.'],1
a common wire path,['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.'],1
a twisted pair,['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.'],1
separate one-way wire connection,['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.'],1
a reduction,"['This further simplifies assembly and saves weight, while increasing reliability through a reduction in the amount of wires and connectors.']",1
the amount,"['This further simplifies assembly and saves weight, while increasing reliability through a reduction in the amount of wires and connectors.']",1
connector,"['This further simplifies assembly and saves weight, while increasing reliability through a reduction in the amount of wires and connectors.']",1
these arinc,['There are 11 of these ARINC 629 pathways in the 777.'],1
629 pathway,['There are 11 of these ARINC 629 pathways in the 777.'],1
enhanced ground proximity warning system,['Enhanced Ground Proximity Warning System (EGPWS) is standard equipment.'],1
egpws,['Enhanced Ground Proximity Warning System (EGPWS) is standard equipment.'],1
standard equipment,['Enhanced Ground Proximity Warning System (EGPWS) is standard equipment.'],1
the egpws display,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
terrain,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
an audible alert,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
a minute,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
advance,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
possible terrain conflict,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
10 to 15 second,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
previous system,"['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']",1
a proprietary digital terrain map,"['It incorporates a proprietary digital terrain map, which it continuously compares to airplane position data from the navigation system.']",1
airplane position datum,"['It incorporates a proprietary digital terrain map, which it continuously compares to airplane position data from the navigation system.']",1
the navigation system,"['It incorporates a proprietary digital terrain map, which it continuously compares to airplane position data from the navigation system.']",1
page 5 boee 777-200er aircraft operating manual,['PAGE 5 Boeing 777-200ER Aircraft Operating Manual'],1
the 777-300 flight deck,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
a ground maneuver camera system,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
gmcs,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
the pilot,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.', 'Using standard operating procedures (see below) allows the pilots to estimate fuel loads closely and for company to budget appropriately.', 'For Delta Virtual Airlines, these procedures are for the benefit of the pilots using this manual.', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.', ""This will give the pilot more room to recover and with the 777's advanced braking capabilities, slowing after a hot landing is not as difficult as in other large aircraft such as the 767-400, 747-400 and 340-600.""]",5
ground,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
camera view,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
the nose gear,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
main gear area,"['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']",1
the image,['The images are displayed at the Multi-Functional Display positions in the flight deck in a three-way split format.'],1
the multi-functional display position,['The images are displayed at the Multi-Functional Display positions in the flight deck in a three-way split format.'],1
the flight deck,['The images are displayed at the Multi-Functional Display positions in the flight deck in a three-way split format.'],1
a three-way split format,['The images are displayed at the Multi-Functional Display positions in the flight deck in a three-way split format.'],1
page,"['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)', 'Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)', 'By flying using PAGE 13 Boeing 777-200ER Aircraft Operating Manual these procedures pilots will be able to make better use of the manual and also operate the aircraft in a similar fashion company wide.', 'PAGE 14 Boeing 777-200ER Aircraft Operating Manual (cid:131)', 'PAGE 15 Boeing 777-200ER Aircraft Operating Manual (cid:131) Execute ""', 'PAGE 16 Boeing 777-200ER Aircraft Operating Manual SECURING THE AIRCRAFT (cid:131)', 'PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.', 'Logbook / FOB / ACARS COMPLETED PAGE 19 Boeing 777-200ER Aircraft Operating Manual EMERGENCY PROCEDURES MISSED APPROACH (cid:131)', 'PAGE 24 Boeing 777-200ER Aircraft Operating Manual LEGAL STUFF (cid:131)', 'PAGE 25']",10
777-200er aircraft operate manual aircraft,['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)'],1
aircraft dimension,['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)'],1
cid:131,"['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)', 'Length: 242 ft 4 in (cid:131)', 'Cabin Width: 19 ft 3 in (cid:131)', 'Height: 60 ft 8 in (cid:131)', 'Wing Span: 199 ft 11 in (cid:131)', 'Wing Area: 4,605 ft2 DESIGN WEIGHTS (cid:131)', 'Fuel Capacity: 297,789 lbs (cid:131)', 'Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)', 'Forward Cargo Capacity: 67,500 lbs (cid:131)', 'Aft Cargo Capacity: 49,000 lbs (cid:131)', 'Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)', 'Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)', 'Standard Cruise Altitudes: FL300 - FL410 (cid:131)', 'Amount 12,000 lbs (cid:131)', '(cid:131)', 'PAGE 11 Boeing 777-200ER Aircraft Operating Manual (cid:131)', 'Obtain clearance from Delivery (cid:131) Execute ""', 'GATE DEPARTURE (cid:131)', 'TAKEOFF (cid:131)', 'PAGE 14 Boeing 777-200ER Aircraft Operating Manual (cid:131)', 'CLIMB (cid:131)', 'o Set seatbelt sign to auto, leave no-smoking on (cid:131)', 'CRUISE (cid:131)', 'DESCENT (cid:131)', 'PAGE 15 Boeing 777-200ER Aircraft Operating Manual (cid:131) Execute ""', '(cid:131) Execute ""Approach"" Checklist.', 'PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.', 'Parking Brake SET (cid:131)', 'Preflight Briefing COMPLETE BEFORE START (cid:131)', 'Seat Belt Sign ON (cid:131)', 'Beacon ON (cid:131)', 'Trim ___ UNITS, ZERO, ZERO (cid:131)', 'Flaps SET___ BEFORE TAKEOFF (cid:131)', 'Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)', 'Transponder TA / RA AFTER TAKEOFF (cid:131)', 'Gear UP (cid:131) Flaps UP PAGE 18 Boeing 777-200ER Aircraft Operating Manual IN RANGE (cid:131)', 'Transponder STANDBY PARKING (cid:131)', 'Flight Directors OFF (cid:131)', 'SINGLE ENGINE DEPARTURE (cid:131)', 'ENGINE FIRE (cid:131)', 'PAGE 20 Boeing 777-200ER Aircraft Operating Manual ENGINE FAILURE SHUTDOWN MID FLIGHT (cid:131)', 'TOTAL POWER LOSS (cid:131)', 'Open Ocean (cid:131) Use full Flaps.', 'PAGE 24 Boeing 777-200ER Aircraft Operating Manual LEGAL STUFF (cid:131)', 'The real Delta Air Lines web site is located at http://www.delta.com/. (cid:131)']",129
length,['Length: 242 ft 4 in (cid:131)'],1
242 ft,['Length: 242 ft 4 in (cid:131)'],1
cabin width,['Cabin Width: 19 ft 3 in (cid:131)'],1
19 ft,['Cabin Width: 19 ft 3 in (cid:131)'],1
height,['Height: 60 ft 8 in (cid:131)'],1
60 ft,['Height: 60 ft 8 in (cid:131)'],1
wing span,['Wing Span: 199 ft 11 in (cid:131)'],1
199 ft,['Wing Span: 199 ft 11 in (cid:131)'],1
wing area,"['Wing Area: 4,605 ft2 DESIGN WEIGHTS (cid:131)']",1
"4,605 ft2 design weight","['Wing Area: 4,605 ft2 DESIGN WEIGHTS (cid:131)']",1
max,"['Max Take Off Weight: (MTOW) 634,000 lbs (cid:131)', '(cid:131) Call for Max Thrust and flaps 20\\xc2\\xb0.']",2
mtow,"['Max Take Off Weight: (MTOW) 634,000 lbs (cid:131)']",1
"634,000 lbs","['Max Take Off Weight: (MTOW) 634,000 lbs (cid:131)']",1
max landing weight,"['Max Landing Weight: (MLW) 450,000 lbs (cid:131)']",1
"mlw ) 450,000 lbs","['Max Landing Weight: (MLW) 450,000 lbs (cid:131)']",1
max zero fuel weight,"['Max Zero Fuel Weight: (MZFW) 429,000 lbs (cid:131)']",1
mzfw,"['Max Zero Fuel Weight: (MZFW) 429,000 lbs (cid:131)']",1
"429,000 lbs","['Max Zero Fuel Weight: (MZFW) 429,000 lbs (cid:131)']",1
fuel capacity,"['Fuel Capacity: 297,789 lbs (cid:131)']",1
"297,789 lbs","['Fuel Capacity: 297,789 lbs (cid:131)']",1
empty weight,['Operating Empty Weight: (OEW)'],1
oew,['Operating Empty Weight: (OEW)'],1
"299,000 lbs capacity","['299,000 lbs CAPACITY']",1
passenger,['Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)'],1
businesselite\xc2\xae,['Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)'],1
52 o coach,['Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)'],1
forward cargo capacity,"['Forward Cargo Capacity: 67,500 lbs (cid:131)']",1
"67,500 lbs","['Forward Cargo Capacity: 67,500 lbs (cid:131)']",1
cargo capacity,"['Aft Cargo Capacity: 49,000 lbs (cid:131)']",1
"49,000 lbs","['Aft Cargo Capacity: 49,000 lbs (cid:131)']",1
cargo total volume,"['Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)']",1
"5,656 ft3 power plant","['Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)']",1
max sls,"['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each (cid:131)', 'Air France, Continental o General Electric GE90-94B, max SLS thrust: 93,700 lbs each (cid:131)', 'Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)']",3
"92,000 lbs","['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each (cid:131)']",1
korean o pratt,"['Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)']",1
whitney pw4090,"['Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)']",1
7 boeing 777-200er aircraft operate manual field length,"['Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)']",1
boeing 777-200er aircraft operate manual range speed,['Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)'],1
mo page 9 boeing 777-200er aircraft operating manual,['Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)'],1
ref,['Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)'],1
v/v/v 1 r 2 altitude,['Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)'],1
standard cruise altitude,['Standard Cruise Altitudes: FL300 - FL410 (cid:131)'],1
fl300-fl410,['Standard Cruise Altitudes: FL300 - FL410 (cid:131)'],1
operational service ceiling,"['Operational Service Ceiling: 43,100 ft PAGE 10 Boeing 777-200ER Aircraft Operating Manual FUEL CONSUMPTION']",1
"43,100 ft page 10 boeing","['Operational Service Ceiling: 43,100 ft PAGE 10 Boeing 777-200ER Aircraft Operating Manual FUEL CONSUMPTION']",1
manual fuel consumption,"['Operational Service Ceiling: 43,100 ft PAGE 10 Boeing 777-200ER Aircraft Operating Manual FUEL CONSUMPTION']",1
the boeing,"['The Boeing 777-200 has three fuel tanks - left main, right main and center main.']",1
three fuel tank,"['The Boeing 777-200 has three fuel tanks - left main, right main and center main.']",1
both side tank,"['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
a capacity,"['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",2
"61,395 lbs","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
fuel,"['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.', 'With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.', 'Calculation of this formula gives you the correct amount of fuel for your trip.', 'To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel amounts in the correct tanks.', 'Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.', 'An unnecessary overabundance of fuel will only cost the company money.', 'Fuel should be kept as close to the trip fuel required as possible.', 'Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.', 'If fuel in center check, check cross-feed configuration for engine start and take-off.', ""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion."", 'Fuel Pumps OFF (cid:131)']",12
"9,300 gallon","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
the center fuel tank,"['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
"81,859 lbs","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
"12,400 gallon","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
"approximately 204,649 lb","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
"31,000 gallon","['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",1
a full load,"['With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.']",1
the 777-200er,"['With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.']",1
"approximately 7,730 nautical mile","['With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.']",1
fuel burn rate factor,"['777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base']",1
22.0 lb,"['777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base']",1
/nm,"['777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base']",1
fuel base,"['777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base']",1
amount,"['Amount 12,000 lbs (cid:131)']",1
"12,000 lbs","['Amount 12,000 lbs (cid:131)']",1
fuel loading formula,['Fuel Loading Formula: (Fuel Base Amount + (Distance * Fuel Burn Factor))'],1
fuel base amount,['Fuel Loading Formula: (Fuel Base Amount + (Distance * Fuel Burn Factor))'],1
distance * fuel burn factor,['Fuel Loading Formula: (Fuel Base Amount + (Distance * Fuel Burn Factor))'],1
calculation,['Calculation of this formula gives you the correct amount of fuel for your trip.'],1
this formula,['Calculation of this formula gives you the correct amount of fuel for your trip.'],1
you,"['Calculation of this formula gives you the correct amount of fuel for your trip.', 'Any trip estimations that you see in this manual are for calm winds and standard temperatures, any deviation from standard, winds or temperature will result in different actual performance for your aircraft.', 'The FAA states that you must have enough fuel to reach your destination, make a missed approach, reach your alternate and hold for 30 minutes.', ""Delta's standard is slightly higher, but if you are expecting bad weather, pack more fuel!"", 'When flying over long bodies of water, remember that in the event of pressurization problem or an engine failure that requires descent to 14,000 feet MSL for passenger comfort, the fuel burn for your aircraft will increase significantly and may leave you short of your initial destination.', 'These aircraft models and panels are available from the Delta Virtual Airlines Fleet Library, as well as the popular flight simulation web sites http://www.flightsim.com and http://www.avsim.com/. If you find a model or panel that you believe is superior to the ones provided in the aircraft installer, please contact us and send us a copy.', 'Call the Tower and inform you are aborting Take-off.', ""Stay on or above the glide slope at all times during approach, once you get below it, you can't get back up it."", 'If you need assistance finding a particular chart or have questions regarding interpretation of the charts, please contact the 777 Chief Pilot.']",11
the correct amount,['Calculation of this formula gives you the correct amount of fuel for your trip.'],1
your trip,['Calculation of this formula gives you the correct amount of fuel for your trip.'],1
an example,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']",1
a 2000 nautical mile flight leg,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']",1
the formula,"['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']",1
"12,000 lb","['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']",1
"56,000 lb","['56,000 lbs.']",1
account,"['Please note that this does not take into account the 45 minute reserve required (approximately 14,000 lbs.)']",1
the 45 minute reserve,"['Please note that this does not take into account the 45 minute reserve required (approximately 14,000 lbs.)']",1
"approximately 14,000 lb","['Please note that this does not take into account the 45 minute reserve required (approximately 14,000 lbs.)']",1
your aircraft,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel amounts in the correct tanks.', 'Any trip estimations that you see in this manual are for calm winds and standard temperatures, any deviation from standard, winds or temperature will result in different actual performance for your aircraft.', 'When flying over long bodies of water, remember that in the event of pressurization problem or an engine failure that requires descent to 14,000 feet MSL for passenger comfort, the fuel burn for your aircraft will increase significantly and may leave you short of your initial destination.']",3
select aircraft,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel amounts in the correct tanks.']",1
the correct tank,"['To load fuel into your aircraft, select Aircraft, then Fuel and place the correct fuel amounts in the correct tanks.']",1
standard operating procedure,['Using standard operating procedures (see below) allows the pilots to estimate fuel loads closely and for company to budget appropriately.'],1
fuel load,['Using standard operating procedures (see below) allows the pilots to estimate fuel loads closely and for company to budget appropriately.'],1
company,['Using standard operating procedures (see below) allows the pilots to estimate fuel loads closely and for company to budget appropriately.'],1
first hour's fuel,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
a 250 kias climb,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
"10,000 foot msl","[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude."", 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Landing lights on below 10,000 feet MSL.']",3
cruise climb,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
"10,000 foot","[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
msl,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude."", 'When flying over long bodies of water, remember that in the event of pressurization problem or an engine failure that requires descent to 14,000 feet MSL for passenger comfort, the fuel burn for your aircraft will increase significantly and may leave you short of your initial destination.', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']",3
"2,000 foot/min","[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
fl240,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
"1,500 foot/min","[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
fl270,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
", then 500-1000 foot/min","[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]",1
altitude,"[""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude."", 'Reduce altitude to one where acceptable power setting can be established.']",2
captain,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']",1
delta virtual airline flight,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']",1
more fuel,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.', ""Delta's standard is slightly higher, but if you are expecting bad weather, pack more fuel!""]",2
more drag,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']",1
more power,"['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']",1
an unnecessary overabundance,['An unnecessary overabundance of fuel will only cost the company money.'],1
the company money,['An unnecessary overabundance of fuel will only cost the company money.'],1
the trip fuel,['Fuel should be kept as close to the trip fuel required as possible.'],1
the pilot's responsibility,"[""However, with that said it is always the pilot's responsibility to ensure that there is enough legal fuel for the flight."", ""While the 777 can handle severe conditions, it is the pilot's responsibility to plan effectively and safely.""]",2
enough legal fuel,"[""However, with that said it is always the pilot's responsibility to ensure that there is enough legal fuel for the flight.""]",1
the flight,"[""However, with that said it is always the pilot's responsibility to ensure that there is enough legal fuel for the flight.""]",1
any incident,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
the result,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
miscalculating,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
the fuel load,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
the fault,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
sole responsibility,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
that flight captain,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
crew,['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.'],1
doubt,"['When in doubt, take more.']",1
any trip estimation,"['Any trip estimations that you see in this manual are for calm winds and standard temperatures, any deviation from standard, winds or temperature will result in different actual performance for your aircraft.']",1
